step,type,name,x,y,z,vx,vy,vz,mass
0,heavy,Titan,1.3887316161e+09,2.4780270569e+08,4.3085493180e+07,2.7367893116e+00,6.2824392233e+00,3.4310488466e+00,1.3451807680e+23
0,heavy,Hyperion,1.3890739156e+09,2.5045762549e+08,4.2892476926e+07,-6.8048971003e+00,7.7723524945e+00,4.1402644610e+00,5.5736182072e+18
0,heavy,Iapetus,1.3857383548e+09,2.4919478410e+08,4.3728571173e+07,-2.6183173929e+00,5.6268775963e+00,3.2097607920e+00,1.8042341519e+21
0,heavy,Phoebe,1.3996944771e+09,2.4418136606e+08,3.9522826609e+07,-3.3187457934e+00,7.3246644059e+00,3.2481450790e+00,8.2705302429e+18
0,heavy,Ariel,1.3472693834e+09,2.3676916210e+09,1.0179136396e+09,-6.2412214600e+00,1.1254756362e+00,6.5245877031e+00,1.2945177771e+21
0,heavy,Umbriel,1.3474344511e+09,2.3677269789e+09,1.0176530764e+09,-1.0616135022e+01,3.4033908353e+00,1.8519232001e+00,1.2735417946e+21
0,heavy,Titania,1.3478161573e+09,2.3675133550e+09,1.0181128542e+09,-4.1793676751e+00,2.9910865373e+00,-1.8623635073e+00,3.5284599134e+21
0,heavy,Oberon,1.3468926412e+09,2.3677946685e+09,1.0178445742e+09,-6.6101282426e+00,1.8571924347e+00,4.2285420994e+00,2.8826993093e+21
0,heavy,Miranda,1.3473379753e+09,2.3676959466e+09,1.0178771395e+09,-8.1190900473e+00,1.5223123873e+00,7.4858050342e+00,6.5924516429e+19
0,heavy,Triton,4.4639845605e+09,2.2153820254e+08,-2.0723381811e+07,-4.0015291812e+00,2.9453054546e+00,3.0306984105e+00,2.1389509012e+22
0,heavy,Nereid,4.4639438802e+09,2.2954905746e+08,-1.6349505138e+07,-7.3336809087e-01,4.7943431419e+00,1.9119083677e+00,5.9931378572e+16
0,heavy,Charon,2.9775302516e+09,-3.8796588723e+09,-2.1078514850e+09,4.5770050922e+00,2.2475255608e+00,-5.1030142333e-01,1.5863835908e+21
0,heavy,Styx,2.9775718257e+09,-3.8796159001e+09,-2.1078233795e+09,4.7088584647e+00,2.3249730151e+00,-8.1515644187e-01,1.4982844643e+16
0,heavy,Nix,2.9775299806e+09,-3.8796667678e+09,-2.1079043228e+09,4.5677184650e+00,2.2178124223e+00,-6.4660034069e-01,4.4948533929e+16
0,heavy,Kerberos,2.9775429384e+09,-3.8796549561e+09,-2.1079010621e+09,4.5596213029e+00,2.2069209265e+00,-6.7787776553e-01,1.4982844643e+15
0,heavy,Hydra,2.9775101663e+09,-3.8796769560e+09,-2.1078470694e+09,4.6336535713e+00,2.2961105800e+00,-5.3765219665e-01,1.4982844643e+16
0,light,,7.6413060768e+07,3.6248671983e+08,1.5542453094e+08,-1.7957749910e+01,5.7968843820e-01,3.9311016958e+00,
0,light,,4.1715890432e+08,8.8590992895e+07,-4.8374450252e+07,-7.5939660775e+00,1.5286501181e+01,-2.4974797836e+00,
0,light,,2.6847599957e+08,-2.9196053830e+08,-6.5943472289e+07,9.9205327703e+00,1.4992380305e+01,2.4188898902e+00,
0,light,,3.5512508207e+08,7.9993503059e+07,-1.4673209220e+07,-1.9935214742e+00,1.7243515979e+01,7.1381388731e+00,
0,light,,4.1758571111e+08,-1.5772721032e+08,-8.0909181147e+07,5.0506474042e+00,1.3959111936e+01,4.5616141137e+00,
0,light,,-1.2457602068e+08,3.1407051260e+08,8.9918060446e+07,-1.9235103988e+01,-3.9232365343e+00,2.5074094974e+00,
0,light,,-4.0222355990e+08,-1.1114474844e+08,-8.7183661861e+07,3.0720278066e+00,-1.4484586921e+01,-5.6642873026e+00,
0,light,,1.8592836191e+08,-2.3844363205e+08,-1.1241170574e+08,1.4608675240e+01,1.3887665311e+01,3.9147830047e+00,
0,light,,3.2896767634e+08,-1.0939083761e+08,-8.5211593786e+07,5.0225523213e+00,1.7010879537e+01,7.5920570085e+00,
0,light,,-3.1782362525e+08,3.3312229050e+08,1.2779421652e+08,-1.1081961096e+01,-1.0855083114e+01,-5.6962145785e+00,
0,light,,-3.5900911633e+08,-1.3361123539e+08,-2.5319314513e+07,7.8197084207e+00,-1.5156908032e+01,-6.2918915787e+00,
0,light,,-1.4259777747e+08,3.8084179925e+08,1.1040355327e+08,-1.5066167669e+01,-3.4791578979e+00,-3.0930160177e+00,
0,light,,-1.9396864256e+08,-3.0498073004e+08,-1.7119529105e+08,1.4560886506e+01,-6.4643113537e+00,-8.1900874414e+00,
0,light,,9.8614463522e+07,-3.3711928258e+08,-1.6798301668e+08,1.8137692988e+01,2.8195213475e+00,-1.9228538746e+00,
0,light,,-3.8982256164e+08,-1.8718111741e+08,-1.8414493542e+08,7.9984663138e+00,-1.1997346084e+01,-4.6670670565e+00,
0,light,,-3.0763836060e+08,3.0775797680e+08,1.2550912775e+08,-1.3712240546e+01,-9.1885073280e+00,-3.0846147976e+00,
0,light,,-3.3849208285e+08,1.4877039784e+08,8.3361168653e+07,-6.0204447629e+00,-1.6541549715e+01,-5.5686953541e+00,
0,light,,1.8048949846e+08,-2.3649653401e+08,-7.8099781855e+07,1.4796910910e+01,1.5862397582e+01,2.8007120469e+00,
0,light,,-3.7488680954e+08,-1.7971754486e+08,-7.8662446488e+07,7.2530596118e+00,-1.3535290743e+01,-5.3830424364e+00,
0,light,,-2.7024913613e+08,-2.4883040143e+08,-1.0618650645e+08,1.1005945893e+01,-1.3252237221e+01,-5.5067101521e+00,
0,light,,5.4216743882e+07,-2.8867471931e+08,-1.3121322795e+08,2.0615772309e+01,5.9912004971e+00,1.4667446642e+00,
0,light,,1.0441698186e+08,3.4070626294e+08,1.6328427747e+08,-1.7990828105e+01,2.9186385249e+00,6.1898230589e+00,
0,light,,4.3568567381e+08,-6.2341596055e+07,-1.1251402998e+08,9.7413209978e-01,1.3981722394e+01,7.1035777077e+00,
0,light,,-3.6256522800e+07,-4.4958077165e+08,-2.0014392845e+08,1.5774163450e+01,-2.5483370768e+00,-1.2682520653e+00,
0,light,,-1.7976140782e+08,4.1054674130e+08,-2.6894813276e+05,-1.3574607964e+01,-5.1262904357e+00,-3.3447327048e+00,
0,light,,-1.9717368341e+08,-2.7765287632e+08,-1.2518738076e+08,1.6820493473e+01,-9.3505652076e+00,-5.3756255544e+00,
0,light,,4.4183975541e+07,2.6437228204e+08,1.1258120973e+08,-2.2870775997e+01,2.4403618809e+00,1.7374229100e+00,
0,light,,-1.8858679771e+07,-4.4189745607e+08,-1.2308592058e+08,1.5875358552e+01,-1.8889485174e+00,-2.1216721756e+00,
0,light,,-5.6465209254e+06,-3.5361891838e+08,-2.0002809364e+08,1.7532535714e+01,3.5253651650e-01,3.3819167896e-01,
0,light,,3.6264510184e+07,2.8890898076e+08,1.3415228724e+08,-2.0784137116e+01,4.1177223671e+00,1.2298822422e+00,
0,light,,1.2249706745e+08,-3.6390431413e+08,-4.2386486617e+08,1.2701752122e+01,4.7470417733e+00,7.0139905008e-01,
0,light,,-2.8857315929e+08,2.2066154922e+08,5.7877883081e+07,-1.1022156957e+01,-1.4879181205e+01,-5.9163639452e+00,
0,light,,-5.3538465664e+08,1.7795499488e+08,8.6773229030e+07,-5.0699766562e+00,-1.0317203004e+01,-4.8463060868e+00,
0,light,,-3.5077559539e+08,7.8714109228e+07,2.2835714593e+07,-5.0523610068e+00,-1.8556211706e+01,-6.0509611507e+00,
0,light,,-2.8769963222e+08,-1.7229129306e+08,-1.1008531129e+08,1.2006506192e+01,-1.5252944869e+01,-9.0184554522e+00,
0,light,,-4.2914010306e+08,-2.3368241238e+08,-2.1443577581e+08,7.0606674342e+00,-8.3792487108e+00,-7.3993031498e+00,
0,light,,1.7763639199e+08,-3.5846555070e+08,-1.7986244080e+08,1.3970599111e+01,7.8226812379e+00,3.7917986448e+00,
0,light,,3.6133773544e+08,-2.6388380603e+08,-8.6801898250e+07,8.2666920554e+00,1.1951537102e+01,6.9569006905e+00,
0,light,,-4.4750254140e+08,8.2917754716e+07,5.3143071425e+07,-3.9337450504e+00,-1.5204004652e+01,-3.4662124838e+00,
0,light,,-3.4827355538e+08,4.6483746517e+07,4.7953141810e+07,-3.5278189746e+00,-1.7174172954e+01,-7.0510967408e+00,
0,light,,-2.6868523516e+08,-1.4399352452e+08,-1.6641383367e+07,1.2343986892e+01,-1.9751558429e+01,-2.8171820517e+00,
0,light,,-3.4096510811e+08,2.3789178404e+08,1.6310778700e+08,-9.6430581934e+00,-1.1202986833e+01,-3.4879039276e+00,
0,light,,-2.7313251837e+08,2.3558446704e+08,8.2687958243e+07,-1.0352104635e+01,-1.2960314660e+01,-6.2134344543e+00,
0,light,,-3.3077818374e+08,-1.0441420736e+08,-2.2856550442e+07,3.2391702151e+00,-1.8327421246e+01,-7.1952034021e+00,
0,light,,-2.9570299166e+08,2.6325208712e+08,1.0397324247e+08,-1.1283653437e+01,-1.3467898918e+01,-3.6031163745e+00,
0,light,,3.0461917090e+08,7.2477710713e+07,2.8177571943e+07,-4.6274948113e+00,2.0241929580e+01,7.8020688449e+00,
0,light,,-4.6987155694e+08,-8.8197906668e+06,-2.5199341819e+06,1.8799046824e+00,-1.3993916497e+01,-7.5779071531e+00,
0,light,,-2.4592806758e+07,-4.7444264316e+08,-1.4434091855e+08,1.5828537780e+01,-5.4471971097e-01,-5.2618138894e-02,
0,light,,2.4305659514e+08,2.3753509495e+08,1.2153620260e+08,-1.5183444573e+01,1.3738825582e+01,5.2931967423e+00,
0,light,,-5.0990514794e+07,3.2811656527e+08,1.2373459904e+08,-2.0148384959e+01,2.3497933854e+00,1.0059552650e+00,
0,light,,1.2908793369e+08,-3.2869035233e+08,-8.0643211737e+07,1.8095450834e+01,5.5591990563e+00,1.1025272175e+00,
0,light,,-1.9622901544e+08,3.3450482343e+08,1.3473539353e+08,-1.6644264382e+01,-8.9436663516e+00,-1.2372470334e+00,
0,light,,2.0276039542e+08,2.4733417187e+08,7.4853808691e+07,-1.8529401988e+01,1.0129787736e+01,4.6004786460e+00,
0,light,,-4.3480286749e+08,8.9912767309e+07,-2.1975716692e+07,4.5561808553e-01,-1.4018684529e+01,-8.5378576058e+00,
0,light,,-3.2003632273e+08,-2.9063590951e+08,-1.6279893542e+08,1.2381736218e+01,-8.5020632497e+00,-5.3294226604e+00,
0,light,,-1.2750614465e+08,4.4337060203e+08,1.1922972455e+08,-1.4335978204e+01,-2.7425767182e+00,-1.2298868882e+00,
0,light,,1.9927245282e+08,-4.4407279706e+08,-5.3235504661e+07,1.3968163587e+01,7.8086799455e+00,2.4422961146e+00,
0,light,,4.1678030399e+08,6.5028268560e+07,9.2381603986e+06,-2.5819892297e+00,1.6205775247e+01,5.5452310306e+00,
0,light,,1.7248553975e+08,3.1435961470e+08,7.8961351749e+07,-1.6825212568e+01,1.0059407853e+01,3.1404128853e+00,
0,light,,2.1312529845e+08,-3.4095559238e+08,-1.2069331934e+08,1.3346415325e+01,8.5906951127e+00,3.2894914073e+00,
0,light,,1.2949750529e+08,3.0035406630e+08,2.7471088006e+08,-1.5856995091e+01,7.6843115076e+00,3.5059122828e+00,
0,light,,3.0095671677e+08,2.3169222483e+08,8.3935524472e+07,-1.2763819558e+01,1.4027529622e+01,6.1514790477e+00,
0,light,,2.0640291437e+08,2.8900346468e+08,1.6787930216e+08,-1.4011907548e+01,9.3248459392e+00,4.5104613927e+00,
0,light,,3.2206398339e+08,2.1010571717e+08,1.0098438687e+08,-1.2533369943e+01,1.2264656760e+01,5.2832663175e+00,
0,light,,-4.1578905558e+08,-2.0059214846e+08,-6.2254915914e+07,9.3601325496e+00,-1.3913172202e+01,-5.3812562575e+00,
0,light,,2.4265018498e+08,-2.8504855250e+08,-1.4366072713e+08,1.2306652631e+01,1.1933748180e+01,5.8434390417e+00,
0,light,,-3.7551263281e+08,-6.9346525567e+07,-3.8075194414e+07,6.7014741127e+00,-1.6033756032e+01,-4.8859762479e+00,
0,light,,-2.2012444996e+08,3.3783431201e+08,2.1308790915e+08,-1.5169246911e+01,-5.5104907499e+00,-1.3990587052e+00,
0,light,,-3.0124136144e+08,-3.4678380363e+08,-9.6244331324e+07,1.0709655238e+01,-1.2022767015e+01,-3.0542417124e+00,
0,light,,5.4845406635e+05,-2.8027896193e+08,-1.7047889562e+08,2.1405798608e+01,3.2838867189e+00,-1.7644581479e+00,
0,light,,4.4149148711e+08,-5.6958888072e+07,1.1763193182e+08,9.2509817003e-01,1.1919735896e+01,1.0552443447e+01,
0,light,,2.8582187369e+08,1.4248987945e+08,6.1397443601e+07,-7.6525717651e+00,1.8199251948e+01,5.7841177886e+00,
0,light,,-1.2784337059e+08,3.2737981189e+08,1.5895247355e+08,-1.7926686420e+01,-5.1547340043e+00,-2.3937789253e+00,
0,light,,-4.4679821493e+08,1.8498186152e+08,5.5796233719e+07,-8.2079378874e+00,-1.1804093263e+01,-4.3700653782e+00,
0,light,,-5.1122762699e+08,4.0987497522e+07,2.1496234765e+07,3.8059074830e-01,-1.1954559079e+01,-6.4738288275e+00,
0,light,,1.0668217755e+08,3.8471619562e+08,1.5330619973e+08,-1.8562101862e+01,3.6152613184e+00,1.1201812046e+00,
0,light,,-2.4848199050e+08,-3.4068392467e+08,-1.6486724632e+08,1.3216342576e+01,-8.0559099779e+00,-3.9165369882e+00,
0,light,,4.1763220549e+08,-1.7188076080e+08,-7.0753271920e+07,4.4603401196e+00,1.2609205323e+01,7.9905354641e+00,
0,light,,-1.9214624478e+08,-3.6322219328e+08,-1.3461274154e+08,1.4637475510e+01,-5.9729245628e+00,-1.5362538359e+00,
0,light,,-3.4640061551e+08,1.9942358177e+08,2.5382268808e+07,-9.7792390743e+00,-1.2564983450e+01,-4.7192125620e+00,
0,light,,-3.2506163781e+08,-3.4482539124e+08,-2.0820954755e+08,1.1034005361e+01,-7.6765348933e+00,-4.6843030543e+00,
0,light,,-3.4288280294e+08,-4.6997284778e+07,-1.4802883638e+07,-2.6007205811e-01,-1.8975835163e+01,-9.2460851381e+00,
0,light,,2.9355024784e+08,2.3266467915e+08,1.0960736219e+08,-1.2137018030e+01,1.1175909694e+01,6.4546430063e+00,
0,light,,-2.1134995805e+08,3.0416058867e+08,1.6358948213e+08,-1.5557364282e+01,-4.3541797282e+00,-4.2415364953e+00,
0,light,,-6.3319413882e+07,4.2539700704e+08,8.8208704654e+07,-1.6343917994e+01,5.6594600906e-01,-1.2363403753e+00,
0,light,,-5.1680427398e+08,5.6871622929e+07,7.2552834443e+07,-4.8323214095e+00,-1.2976628824e+01,-5.2713702229e+00,
0,light,,-3.1035273282e+08,3.8813976757e+08,2.5836766427e+08,-1.2510453683e+01,-7.7969640999e+00,-1.3581944391e+00,
0,light,,-4.0622217252e+08,-1.1532172550e+08,-9.1767103326e+07,8.1359986330e+00,-1.4076500327e+01,-5.4635996006e+00,
0,light,,1.3679332417e+07,3.0195070901e+08,2.0964305960e+08,-1.8407356104e+01,5.6903844890e+00,-8.6007724806e-01,
0,light,,-4.7517453007e+08,-1.3614990165e+08,-4.2326713505e+07,6.9639561621e+00,-1.2939457611e+01,-6.0906592685e+00,
0,light,,-3.8743976733e+08,-4.7858803970e+06,5.9431324289e+05,-1.8341450976e+00,-1.6626673949e+01,-7.9203596089e+00,
0,light,,-1.1721086063e+08,-4.2685343911e+08,-1.4626340615e+08,1.6647352483e+01,-1.4179564577e+00,-3.6212776683e+00,
0,light,,-1.3556709656e+08,-2.8418779461e+08,-1.7557687849e+08,1.9370788052e+01,-5.3156949503e+00,-3.5426998225e+00,
0,light,,-3.2306380891e+08,2.7147734937e+08,1.6810952643e+08,-1.3306956800e+01,-9.6039484986e+00,-5.7734166857e+00,
0,light,,-2.7421700422e+08,-4.0352133629e+08,-1.8559764379e+08,1.2765732970e+01,-7.5429889846e+00,3.6613222833e-01,
0,light,,3.6913444257e+08,2.1891744432e+08,2.3925213942e+08,-1.1382888680e+01,9.8289475061e+00,4.7038203552e+00,
0,light,,-8.0106915537e+07,-4.8205201143e+08,-1.0015691158e+08,1.4081119144e+01,-1.0011568296e+00,-1.2477059199e+00,
0,light,,-3.1701987764e+08,7.0395950460e+07,4.5418945437e+07,-6.3511146324e+00,-1.6176017219e+01,-1.3305690269e+01,
0,light,,4.1379275312e+08,1.9404954805e+08,5.0651511789e+07,-4.5659164716e+00,1.1953914158e+01,8.9257878898e+00,
0,light,,3.4745757246e+08,-1.5233016843e+08,-8.7183151258e+07,9.7506408689e+00,1.6603772535e+01,4.9679783236e+00,
0,heavy,Sun,-2.0645696943e+05,-7.1868835957e+05,-2.9569100745e+05,1.0628347194e-02,3.8201539217e-03,1.4131451969e-03,1.9884098713e+30
0,heavy,Mercury,-5.8043718377e+07,-2.4672552732e+07,-7.0978570510e+06,9.0632308825e+00,-3.7448815136e+01,-2.0944158089e+01,3.3010006368e+23
0,heavy,Venus,8.1242254339e+07,-6.4621379032e+07,-3.4202989935e+07,2.3002303712e+01,2.4323048165e+01,9.4898288938e+00,4.8673058148e+24
0,heavy,Earth,1.4595592321e+08,-3.4412015583e+07,-1.4902183679e+07,6.7949647149e+00,2.6416934649e+01,1.1452220668e+01,5.9721683987e+24
0,heavy,Moon,1.4568560953e+08,-3.4183084426e+07,-1.4794892896e+07,6.0540001418e+00,2.5759231271e+01,1.1063791665e+01,7.3457890715e+22
0,heavy,Mars,6.2497532066e+07,2.0003713299e+08,9.0095180567e+07,-2.2373339647e+01,7.6922327793e+00,4.1316221846e+00,6.4169086826e+23
0,heavy,Jupiter,-5.0303684608e+08,5.5815503284e+08,2.5149266208e+08,-1.0251316481e+01,-7.1506407916e+00,-2.8154099957e+00,1.8981246258e+27
0,heavy,Saturn,1.3893012147e+09,2.4888680675e+08,4.2962288929e+07,-2.2119486261e+00,8.7392603749e+00,3.7047660455e+00,5.6831737006e+26
0,heavy,Uranus,1.3474559287e+09,2.3676512318e+09,1.0179080749e+09,-6.0850920429e+00,2.5681802047e+00,1.2107559657e+00,8.6809872196e+25
0,heavy,Neptune,4.4639841170e+09,2.2168527170e+08,-2.0400494697e+07,-2.7249941643e-01,5.0542562177e+00,2.0751586258e+00,1.0240924097e+26
0,heavy,Pluto,2.9775423875e+09,-3.8796462372e+09,-2.1078426983e+09,4.6653539006e+00,2.3003296442e+00,-7.0820449806e-01,1.3024586848e+22
0,heavy,Phobos,6.2488949100e+07,2.0003574117e+08,9.0099056075e+07,-2.2477831973e+01,5.8014894590e+00,3.2120214321e+00,1.0618341998e+16
0,heavy,Deimos,6.2516386840e+07,2.0003097782e+08,9.0082639988e+07,-2.1783159080e+01,8.8667190793e+00,4.4427985980e+00,1.4413496546e+15
0,heavy,Io,-5.0304091413e+08,5.5777322357e+08,2.5131040827e+08,7.0287836160e+00,-7.3659325092e+00,-2.6446868515e+00,8.9296495513e+22
0,heavy,Europa,-5.0363432499e+08,5.5843133568e+08,2.5160913853e+08,-1.6330041651e+01,-1.8304554857e+01,-8.1932455137e+00,4.7986140869e+22
0,heavy,Ganymede,-5.0197636465e+08,5.5826241837e+08,2.5156134804e+08,-1.1534269536e+01,2.6196884287e+00,1.8508775373e+00,1.4814788068e+23
0,heavy,Callisto,-5.0343619055e+08,5.5982193250e+08,2.5227228373e+08,-1.8278542976e+01,-8.6256067810e+00,-3.6299228389e+00,1.0756617173e+23
0,heavy,Mimas,1.3891701270e+09,2.4875563796e+08,4.2978926072e+07,8.0704979957e+00,-1.1499486786e+00,3.7720463757e+00,3.7491572150e+19
0,heavy,Enceladus,1.3891459397e+09,2.4870681908e+08,4.2988882763e+07,7.3090531543e+00,5.3172084919e-01,3.4895788960e+00,1.0802630988e+20
0,heavy,Tethys,1.3892849384e+09,2.4918052601e+08,4.2940970804e+07,-1.3511141631e+01,8.1819086488e+00,4.5046852609e+00,6.1744302773e+20
0,heavy,Dione,1.3891508986e+09,2.4923211083e+08,4.2949885432e+07,-1.1389226043e+01,4.8010067015e+00,4.7805687691e+00,1.0954856689e+21
0,heavy,Rhea,1.3894356624e+09,2.4939392520e+08,4.2911530390e+07,-1.0383177881e+01,1.0967004511e+01,4.2087786718e+00,2.3064890700e+21
0,heavy,Titan,1.3887316161e+09,2.4780270569e+08,4.3085493180e+07,2.7367893116e+00,6.2824392233e+00,3.4310488466e+00,1.3451807680e+23
0,heavy,Hyperion,1.3890739156e+09,2.5045762549e+08,4.2892476926e+07,-6.8048971003e+00,7.7723524945e+00,4.1402644610e+00,5.5736182072e+18
0,heavy,Iapetus,1.3857383548e+09,2.4919478410e+08,4.3728571173e+07,-2.6183173929e+00,5.6268775963e+00,3.2097607920e+00,1.8042341519e+21
0,heavy,Phoebe,1.3996944771e+09,2.4418136606e+08,3.9522826609e+07,-3.3187457934e+00,7.3246644059e+00,3.2481450790e+00,8.2705302429e+18
0,heavy,Ariel,1.3472693834e+09,2.3676916210e+09,1.0179136396e+09,-6.2412214600e+00,1.1254756362e+00,6.5245877031e+00,1.2945177771e+21
0,heavy,Umbriel,1.3474344511e+09,2.3677269789e+09,1.0176530764e+09,-1.0616135022e+01,3.4033908353e+00,1.8519232001e+00,1.2735417946e+21
0,heavy,Titania,1.3478161573e+09,2.3675133550e+09,1.0181128542e+09,-4.1793676751e+00,2.9910865373e+00,-1.8623635073e+00,3.5284599134e+21
0,heavy,Oberon,1.3468926412e+09,2.3677946685e+09,1.0178445742e+09,-6.6101282426e+00,1.8571924347e+00,4.2285420994e+00,2.8826993093e+21
0,heavy,Miranda,1.3473379753e+09,2.3676959466e+09,1.0178771395e+09,-8.1190900473e+00,1.5223123873e+00,7.4858050342e+00,6.5924516429e+19
0,heavy,Triton,4.4639845605e+09,2.2153820254e+08,-2.0723381811e+07,-4.0015291812e+00,2.9453054546e+00,3.0306984105e+00,2.1389509012e+22
0,heavy,Nereid,4.4639438802e+09,2.2954905746e+08,-1.6349505138e+07,-7.3336809087e-01,4.7943431419e+00,1.9119083677e+00,5.9931378572e+16
0,heavy,Charon,2.9775302516e+09,-3.8796588723e+09,-2.1078514850e+09,4.5770050922e+00,2.2475255608e+00,-5.1030142333e-01,1.5863835908e+21
0,heavy,Styx,2.9775718257e+09,-3.8796159001e+09,-2.1078233795e+09,4.7088584647e+00,2.3249730151e+00,-8.1515644187e-01,1.4982844643e+16
0,heavy,Nix,2.9775299806e+09,-3.8796667678e+09,-2.1079043228e+09,4.5677184650e+00,2.2178124223e+00,-6.4660034069e-01,4.4948533929e+16
0,heavy,Kerberos,2.9775429384e+09,-3.8796549561e+09,-2.1079010621e+09,4.5596213029e+00,2.2069209265e+00,-6.7787776553e-01,1.4982844643e+15
0,heavy,Hydra,2.9775101663e+09,-3.8796769560e+09,-2.1078470694e+09,4.6336535713e+00,2.2961105800e+00,-5.3765219665e-01,1.4982844643e+16
0,light,,7.6413060768e+07,3.6248671983e+08,1.5542453094e+08,-1.7957749910e+01,5.7968843820e-01,3.9311016958e+00,
0,light,,4.1715890432e+08,8.8590992895e+07,-4.8374450252e+07,-7.5939660775e+00,1.5286501181e+01,-2.4974797836e+00,
0,light,,2.6847599957e+08,-2.9196053830e+08,-6.5943472289e+07,9.9205327703e+00,1.4992380305e+01,2.4188898902e+00,
0,light,,3.5512508207e+08,7.9993503059e+07,-1.4673209220e+07,-1.9935214742e+00,1.7243515979e+01,7.1381388731e+00,
0,light,,4.1758571111e+08,-1.5772721032e+08,-8.0909181147e+07,5.0506474042e+00,1.3959111936e+01,4.5616141137e+00,
0,light,,-1.2457602068e+08,3.1407051260e+08,8.9918060446e+07,-1.9235103988e+01,-3.9232365343e+00,2.5074094974e+00,
0,light,,-4.0222355990e+08,-1.1114474844e+08,-8.7183661861e+07,3.0720278066e+00,-1.4484586921e+01,-5.6642873026e+00,
0,light,,1.8592836191e+08,-2.3844363205e+08,-1.1241170574e+08,1.4608675240e+01,1.3887665311e+01,3.9147830047e+00,
0,light,,3.2896767634e+08,-1.0939083761e+08,-8.5211593786e+07,5.0225523213e+00,1.7010879537e+01,7.5920570085e+00,
0,light,,-3.1782362525e+08,3.3312229050e+08,1.2779421652e+08,-1.1081961096e+01,-1.0855083114e+01,-5.6962145785e+00,
