name,designation,full_name,spkid,epoch,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,gm_km3_s2,mass_kg,diameter_km,radius_km,H,neo,pha,orbit_class
Griqua,1362,  1362 Griqua (1935 QG1),20001362,2026-09-08 12:00:00,-543760219.9605588,-344013227.5849817,144390283.6517384,5.279083049309007,-9.229861505941527,-3.67813633300279,,,26.936,13.468,11.23,N,N,OMB
Herberta,1363,  1363 Herberta (1935 RA),20001363,2026-09-08 12:00:00,-271873527.0968971,344553394.6130836,139710394.1025401,-13.51054026742373,-8.585932076298239,-3.721202389080717,,,13.913,6.9565,11.35,N,N,MBA
Safara,1364,  1364 Safara (1935 VB),20001364,2026-09-08 12:00:00,-448073997.627037,-71284271.92013672,53787677.43953974,2.457583467758503,-14.49846010894035,-8.394450859303479,,,21.197,10.5985,10.77,N,N,MBA
Henyey,1365,  1365 Henyey (1928 RK),20001365,2026-09-08 12:00:00,355877904.7291781,32495187.82576871,46968131.91946677,-0.6348709282754006,17.09181005022919,6.989703748002976,,,10.958,5.479,11.89,N,N,MBA
Piccolo,1366,  1366 Piccolo (1932 WA),20001366,2026-09-08 12:00:00,-344301022.6450791,281738964.9550962,203899097.8145612,-10.62206214620853,-9.662764073128544,-5.229696774338654,,,27.55,13.775,10.46,N,N,MBA
Nongoma,1367,  1367 Nongoma (1934 NA),20001367,2026-09-08 12:00:00,-266184281.3630922,251242889.9382758,-9539422.289050603,-8.90080366971722,-13.06839277931902,-9.77782337267538,,,9.365,4.6825,12.01,N,N,MBA
Numidia,1368,  1368 Numidia (1935 HD),20001368,2026-09-08 12:00:00,-342885075.1702766,131893719.0647447,135858843.7905933,-7.864845340417048,-13.24575202864425,-9.404242957280937,,,19.591,9.7955,10.93,N,N,MBA
Ostanina,1369,  1369 Ostanina (1935 QB),20001369,2026-09-08 12:00:00,-518401260.2506908,150652724.3299248,24289303.64053331,-1.979011108575737,-14.03830527089493,-2.235438827344221,,,42.401,21.2005,10.70,N,N,MBA
Hella,1370,  1370 Hella (1935 QG),20001370,2026-09-08 12:00:00,233203569.3532555,-146693231.6189609,-54618436.86826591,13.75503750420046,16.64959015987658,9.257883286930998,,,,,13.58,N,N,MBA
Resi,1371,  1371 Resi (1935 QJ),20001371,2026-09-08 12:00:00,-45982497.11919793,-418307059.5159651,-53037485.45732882,18.65983498305795,-1.285775883920349,0.3101630937937606,,,27.155,13.5775,11.77,N,N,MBA
Haremari,1372,  1372 Haremari (1935 QK),20001372,2026-09-08 12:00:00,34793933.98450761,-366852160.2615175,-273323387.1207269,15.65393924124141,0.8345867142904513,3.676861868180092,,,26.491,13.2455,11.13,N,N,MBA
Cincinnati,1373,  1373 Cincinnati (1935 QN),20001373,2026-09-08 12:00:00,-475912843.9508699,-22852708.7176377,-465225409.0615804,4.165448739847021,-9.634307249725927,-5.389198956958888,,,19.448,9.724,11.45,N,N,OMB
Isora,1374,  1374 Isora (1935 UA),20001374,2026-09-08 12:00:00,225609108.021065,-103023601.9510326,-31141951.87285263,8.344563522741597,21.64929685658905,11.41830072268429,,,,,13.25,N,N,MCA
Alfreda,1375,  1375 Alfreda (1935 UB),20001375,2026-09-08 12:00:00,223289201.0308313,-271050209.1772371,-158161755.4472175,14.13757924927517,10.55681458614118,4.088496584939062,,,13.928,6.964,11.45,N,N,MBA
Michelle,1376,  1376 Michelle (1935 UH),20001376,2026-09-08 12:00:00,-281179746.4827939,271014921.2679958,104094189.1852425,-11.84834137629222,-10.24965563188461,-3.513223169065196,,,7.053,3.5265,12.43,N,N,MBA
Roberbauxa,1377,  1377 Roberbauxa (1936 CD),20001377,2026-09-08 12:00:00,310173282.5711887,180156213.613196,85741978.75300823,-9.477064557651172,14.73362956664323,4.358964865245168,,,6.217,3.1085,13.05,N,N,MBA
Leonce,1378,  1378 Leonce (1936 DB),20001378,2026-09-08 12:00:00,37408398.6361129,361998737.7050869,175169514.1370694,-16.76215887117108,0.2161910817670984,0.9108901645533528,,,21.228,10.614,12.38,N,N,MBA
Lomonosowa,1379,  1379 Lomonosowa (1936 FC),20001379,2026-09-08 12:00:00,387516821.6312222,140506817.932641,1055985.651733423,-5.683488129418152,15.90546172663657,2.527863656469657,,,18.69,9.345,10.86,N,N,MBA
Volodia,1380,  1380 Volodia (1936 FM),20001380,2026-09-08 12:00:00,2808485.424340243,-351144708.1014184,-235276440.6795463,18.62993086923547,-0.5479720513914849,-0.2887095093492855,,,21.188,10.594,11.78,N,N,MBA
Danubia,1381,  1381 Danubia (1930 QJ),20001381,2026-09-08 12:00:00,-418399375.5743213,71320156.35624959,32551595.38245907,-4.810149742778575,-13.74569232886056,-7.401667282038598,,,19.825,9.9125,12.69,N,N,MBA
Gerti,1382,  1382 Gerti (1925 BB),20001382,2026-09-08 12:00:00,268631926.4934175,234323127.239628,110231004.9341718,-11.68234236233285,11.96273812021767,5.530870670283992,,,11.939,5.9695,12.06,N,N,MBA
Limburgia,1383,  1383 Limburgia (1934 RV),20001383,2026-09-08 12:00:00,373940312.0849395,-26881964.09504348,-11524727.14910462,1.425989215513895,18.75987073690997,8.112835393500951,,,23.399,11.6995,12.25,N,N,MBA
Kniertje,1384,  1384 Kniertje (1934 RX),20001384,2026-09-08 12:00:00,363126589.1668824,5362957.522343679,-34087730.94682598,-3.003842830033385,19.11613310358274,4.656927647066837,,,26.517,13.2585,11.62,N,N,MBA
Gelria,1385,  1385 Gelria (1935 MJ),20001385,2026-09-08 12:00:00,129447465.8083636,-351802642.9384022,-146929937.0769642,16.54247649306835,7.90101508584962,1.015490739355753,,,19.526,9.763,10.84,N,N,MBA
Storeria,1386,  1386 Storeria (1935 PA),20001386,2026-09-08 12:00:00,247744058.3794903,-69336753.55167603,-31759864.14285482,9.874149084611378,23.08461569758745,4.338402570112203,,,10.614,5.307,13.49,N,N,MBA
Kama,1387,  1387 Kama (1935 QD),20001387,2026-09-08 12:00:00,-92379642.7774254,-278142155.3968779,-95902674.56419946,21.53848734383404,-2.572984938872776,0.0005976843496774389,,,7.46,3.73,13.27,N,N,MBA
Aphrodite,1388,  1388 Aphrodite (1935 SS),20001388,2026-09-08 12:00:00,-322562912.4985198,293033008.0650866,228670572.7558053,-11.61991204083292,-9.874218860640356,-3.574071166323637,,,21.355,10.6775,11.14,N,N,MBA
Onnie,1389,  1389 Onnie (1935 SS1),20001389,2026-09-08 12:00:00,109252879.7556876,-391085144.5060981,-153655258.8574077,16.85661822604477,4.090368250697093,1.540639059671107,,,13.772,6.886,11.55,N,N,MBA
Abastumani,1390,  1390 Abastumani (1935 TA),20001390,2026-09-08 12:00:00,-217689597.9356955,331148961.4258724,336709216.7125753,-14.39880054663389,-6.254287311500676,-2.272466033815757,,,95.849,47.9245,9.16,N,N,OMB
Carelia,1391,  1391 Carelia (1936 DA),20001391,2026-09-08 12:00:00,767198.5615629895,-337053669.7393515,-134212060.9975981,19.25263596152244,-1.824724417731502,-3.415224285310606,,,11.079,5.5395,11.78,N,N,MBA
Pierre,1392,  1392 Pierre (1936 FO),20001392,2026-09-08 12:00:00,260140894.0213389,-216518101.0245913,-153181381.1173234,10.87423224830186,12.98430701570989,9.415170428259694,,,26.44,13.22,12.05,N,N,MBA
Sofala,1393,  1393 Sofala (1936 KD),20001393,2026-09-08 12:00:00,-307439635.5079792,154337311.4760972,106862455.6242571,-8.115978640960664,-15.92699448925389,-7.222894072896651,,,11.214,5.607,12.21,N,N,MBA
Algoa,1394,  1394 Algoa (1936 LK),20001394,2026-09-08 12:00:00,-344383137.7451372,160641223.0687771,61287783.45162025,-7.241932434283689,-15.45063780309994,-5.848873462522739,,,,,11.74,N,N,MBA
Aribeda,1395,  1395 Aribeda (1936 OB),20001395,2026-09-08 12:00:00,-478977677.7764049,-123469433.1319339,-114188113.9286763,5.197360092328491,-14.15175178922997,-4.314602025284941,,,19.919,9.9595,11.49,N,N,MBA
Outeniqua,1396,  1396 Outeniqua (1936 PF),20001396,2026-09-08 12:00:00,-319800264.9391768,-19979183.59987545,-10827777.86148443,4.689170982809462,-17.93181006866481,-9.503639263963972,,,11.745,5.8725,12.02,N,N,MBA
Umtata,1397,  1397 Umtata (1936 PG),20001397,2026-09-08 12:00:00,-183855164.2601041,420552956.2267713,201105876.4858854,-12.84210141275151,-5.54433860069854,-1.650439748392433,,,20.798,10.399,11.41,N,N,MBA
Donnera,1398,  1398 Donnera (1936 QL),20001398,2026-09-08 12:00:00,414053420.5200819,17856535.3688238,98063085.80862407,-2.756509742784304,16.26578411620688,8.372732269913286,,,24.553,12.2765,10.23,N,N,MBA
Teneriffa,1399,  1399 Teneriffa (1936 QY),20001399,2026-09-08 12:00:00,-107920126.825732,282949336.3006566,91897633.18299615,-20.51268628740063,-3.911052253085595,-0.4445929676612482,,,4.852,2.426,13.56,N,N,MBA
Tirela,1400,  1400 Tirela (1936 WA),20001400,2026-09-08 12:00:00,-459581136.9408205,350365349.3746148,-1935307.857105018,-7.759880786480811,-10.34188750874664,-2.831244760240167,,,15.697,7.8485,11.43,N,N,MBA
Lavonne,1401,  1401 Lavonne (1935 UD),20001401,2026-09-08 12:00:00,-344483221.3268016,178976905.7719234,33256234.12458242,-8.45284226848371,-12.74685658133187,-6.956852306123529,,,9.304,4.652,12.11,N,N,MBA
Eri,1402,  1402 Eri (1936 OC),20001402,2026-09-08 12:00:00,-142937571.0532307,417550384.5815493,135008895.3493968,-14.1829123279528,-3.62531667398879,-5.423824685982672,,,14.214,7.107,12.79,N,N,MBA
Idelsonia,1403,  1403 Idelsonia (1936 QA),20001403,2026-09-08 12:00:00,265614214.4108549,141689073.6101937,16359216.15448662,-7.863828590367742,21.34558205024588,5.908107341121302,,,26.531,13.2655,11.56,N,N,MBA
Ajax,1404,  1404 Ajax (1936 QW),20001404,2026-09-08 12:00:00,-850279442.2097855,75802018.09638424,-94261673.27989125,-0.816974420833427,-9.052477068098726,-7.643421417352918,,,83.99,41.995,9.29,N,N,TJN
Sibelius,1405,  1405 Sibelius (1936 RE),20001405,2026-09-08 12:00:00,-206666372.6250094,-277911080.406162,-170079158.054389,14.67979102902074,-8.428048875912278,-2.991439373477191,,,6.81,3.405,12.77,N,N,MBA
Komppa,1406,  1406 Komppa (1936 RF),20001406,2026-09-08 12:00:00,-324931008.5849534,202711948.9959386,101052091.0139153,-11.83034897368674,-10.95910230396458,-8.960559495719611,,,24.243,12.1215,11.51,N,N,MBA
Lindelof,1407,  1407 Lindelof (1936 WC),20001407,2026-09-08 12:00:00,-380867400.9859352,-301644638.0306119,-171944253.8256061,10.69354508892433,-8.595674791825177,-2.510497348499837,,,20.31,10.155,11.01,N,N,MBA
Trusanda,1408,  1408 Trusanda (1936 WF),20001408,2026-09-08 12:00:00,-469856090.4089699,-183401717.5834454,-77324493.6663762,5.815353771661999,-13.73808272974608,-3.530498421846001,,,35.423,17.7115,11.26,N,N,MBA
Isko,1409,  1409 Isko (1937 AK),20001409,2026-09-08 12:00:00,140559709.8563094,-358934510.5130454,-108782679.5910605,16.68267093173452,7.089666539007704,2.043453670601524,,,35.54,17.77,11.09,N,N,MBA
Margret,1410,  1410 Margret (1937 AL),20001410,2026-09-08 12:00:00,-450480330.4905598,130445630.2477086,43884772.61650089,-6.341261522142625,-14.77684637403364,-3.277796165733277,,,21.083,10.5415,11.11,N,N,MBA
Brauna,1411,  1411 Brauna (1937 AM),20001411,2026-09-08 12:00:00,-419386998.1924691,-172395968.5530596,-145620902.8944873,7.521674208597091,-13.3617696730048,-5.221751227795271,,,28.272,14.136,11.00,N,N,MBA
Lagrula,1412,  1412 Lagrula (1937 BA),20001412,2026-09-08 12:00:00,-323027992.7986491,-124724707.7467559,-32162633.28349362,5.056497989267339,-16.44788720165229,-8.216322523813428,,,7.806,3.903,12.47,N,N,MBA
Roucarie,1413,  1413 Roucarie (1937 CD),20001413,2026-09-08 12:00:00,-407685859.5812505,133164662.1073707,32976011.55825099,-6.521887106669292,-16.31288178991273,-3.796321275702735,,,19.838,9.919,11.38,N,N,MBA
Jerome,1414,  1414 Jerome (1937 CE),20001414,2026-09-08 12:00:00,-126941815.036415,-393968135.878177,-103139886.6424889,15.58949332296631,-7.048347330801654,-3.548897187032434,,,15.105,7.5525,13.09,N,N,MBA
Malautra,1415,  1415 Malautra (1937 EA),20001415,2026-09-08 12:00:00,-282852295.3144882,127143121.8456386,53447106.5010798,-7.935474384712727,-17.37336024376964,-8.888873056359712,,,7.375,3.6875,12.19,N,N,MBA
Renauxa,1416,  1416 Renauxa (1937 EC),20001416,2026-09-08 12:00:00,-442959407.0413855,108649631.8968058,59605052.30576814,-6.266280576178935,-12.94508348604141,-8.708259631922948,,,27.552,13.776,10.66,N,N,MBA
Walinskia,1417,  1417 Walinskia (1937 GH),20001417,2026-09-08 12:00:00,422010417.3938993,185302999.2988941,10949146.45436882,-5.214755208419075,14.27725848480035,6.753210764631731,,,16.874,8.437,11.23,N,N,MBA
Fayeta,1418,  1418 Fayeta (A903 SJ),20001418,2026-09-08 12:00:00,-347591233.1433265,-86192441.10109581,-55308196.39334729,8.398094156452835,-14.10934338710589,-8.24128448701697,,,11.701,5.8505,12.13,N,N,MBA
Danzig,1419,  1419 Danzig (1929 RF),20001419,2026-09-08 12:00:00,324508919.094234,-134634168.8105778,-26633154.63997788,4.726531992502252,17.50201675681453,6.184352867583267,,,14.997,7.4985,11.40,N,N,MBA
Radcliffe,1420,  1420 Radcliffe (1931 RJ),20001420,2026-09-08 12:00:00,175762603.9570596,-319547427.0786334,-123318937.9910307,16.6286485026179,8.385877150772618,4.623238330302951,,,20.524,10.262,12.00,N,N,MBA
Esperanto,1421,  1421 Esperanto (1936 FQ),20001421,2026-09-08 12:00:00,333440221.9977921,334206105.6379247,153551876.6156886,-11.87336524510666,8.047603293701682,6.377782710651515,,,43.31,21.655,10.60,N,N,MBA
Stromgrenia,1422,  1422 Stromgrenia (1936 QF),20001422,2026-09-08 12:00:00,-232089340.1821012,-274986275.8480588,-109530748.728403,15.12592729489331,-8.63255570475609,-3.026746163377637,,,5.814,2.907,13.35,N,N,MBA
Jose,1423,  1423 Jose (1936 QM),20001423,2026-09-08 12:00:00,-359602565.5129107,-267845385.024586,-107511202.9448342,10.57206880046831,-11.06610948563384,-5.654820091886158,,,19.58,9.79,10.93,N,N,MBA
Sundmania,1424,  1424 Sundmania (1937 AJ),20001424,2026-09-08 12:00:00,378067303.1450245,241105956.6340044,92651397.61608703,-9.040003206385622,12.26816754618496,8.274274417419266,,,64.691,32.3455,9.98,N,N,MBA
Tuorla,1425,  1425 Tuorla (1937 GB),20001425,2026-09-08 12:00:00,-14831146.78038118,-387797776.5578592,-72719277.43995792,18.11666719853425,-2.489074905624458,-0.04135804644976349,,,11.795,5.8975,11.33,N,N,MBA
Riviera,1426,  1426 Riviera (1937 GF),20001426,2026-09-08 12:00:00,181809176.2277669,341073897.0741646,224819564.3111471,-14.2785391381599,6.125564506292051,2.656346967541262,,,17.613,8.8065,11.00,N,N,MBA
Ruvuma,1427,  1427 Ruvuma (1937 KB),20001427,2026-09-08 12:00:00,-276730044.6005665,347547913.413081,213795075.8211497,-12.49532957360389,-7.581982044004923,-1.366364578468243,,,35.406,17.703,11.43,N,N,MBA
Mombasa,1428,  1428 Mombasa (1937 NO),20001428,2026-09-08 12:00:00,-16432222.62548357,-408790055.1590291,-110811675.2064742,16.92955949527256,3.009932529775846,-4.044296036410345,,,52.464,26.232,10.27,N,N,MBA
Pemba,1429,  1429 Pemba (1937 NH),20001429,2026-09-08 12:00:00,-260567446.0621985,-276720398.4352119,-121539122.8736006,16.52575335901116,-4.994017713635492,-4.616813591805316,,,9.874,4.937,12.35,N,N,MBA
Somalia,1430,  1430 Somalia (1937 NK),20001430,2026-09-08 12:00:00,-401457305.1884838,-87633415.34824026,-57077482.93355491,7.229613733014007,-14.03919399087217,-6.656517877648461,,,9.352,4.676,12.16,N,N,MBA
Luanda,1431,  1431 Luanda (1937 OB),20001431,2026-09-08 12:00:00,213082817.7504559,-219930588.395776,-115510630.3890921,14.64142083831916,16.0399835141847,1.505991543919708,,,13.608,6.804,11.63,N,N,MBA
Ethiopia,1432,  1432 Ethiopia (1937 PG),20001432,2026-09-08 12:00:00,77307155.44692324,320215515.1488013,99588949.32028149,-17.77048439326714,7.564495753380345,4.866944893562394,,,7.074,3.537,12.04,N,N,MBA
Geramtina,1433,  1433 Geramtina (1937 UC),20001433,2026-09-08 12:00:00,248358926.9554676,200371670.3247001,141102795.0326921,-15.0985738038726,13.30271293737856,6.083071750771706,,,12.687,6.3435,11.76,N,N,MBA
Margot,1434,  1434 Margot (1936 FD1),20001434,2026-09-08 12:00:00,103931583.3914438,-394209153.0340889,-106538909.6237372,17.65240586271623,5.056541776446653,-0.347329593906702,,,27.178,13.589,10.38,N,N,MBA
Garlena,1435,  1435 Garlena (1936 WE),20001435,2026-09-08 12:00:00,381054542.9384688,12897855.05649257,8917451.782337476,-5.383900980259056,17.1880498170318,6.003200900179833,,,14.54,7.27,13.21,N,N,MBA
Salonta,1436,  1436 Salonta (1936 YA),20001436,2026-09-08 12:00:00,-232085479.5015144,428858982.0870715,104775516.2723635,-13.44636589510014,-5.947411324486526,-5.798012231797766,,,53.769,26.8845,10.28,N,N,MBA
Diomedes,1437,  1437 Diomedes (1937 PB),20001437,2026-09-08 12:00:00,-572224044.3791872,-342106650.3736655,-454336642.4036879,8.05245403339371,-8.720872447021804,-4.33519278026509,,,117.786,58.893,8.14,N,N,TJN
Wendeline,1438,  1438 Wendeline (1937 TC),20001438,2026-09-08 12:00:00,-247464774.3886614,-418492510.3463286,-180274893.5856203,14.64488013537508,-4.039355620724578,-1.182262621141021,,,37.511,18.7555,11.56,N,N,MBA
Vogtia,1439,  1439 Vogtia (1937 TE),20001439,2026-09-08 12:00:00,1183991.757402316,485633387.5825799,245972985.4961573,-16.20269934866732,-1.410567640693942,0.05973824014900046,,,50.561,25.2805,10.65,N,N,OMB
Rostia,1440,  1440 Rostia (1937 TF),20001440,2026-09-08 12:00:00,371143205.8783583,-183552418.1583309,-97312557.67819817,6.376254650748639,15.8625370234427,7.194604774272081,,,15.299,7.6495,12.57,N,N,MBA
Bolyai,1441,  1441 Bolyai (1937 WA),20001441,2026-09-08 12:00:00,232559904.3435738,-224087839.3427438,-20802532.27286269,11.67120013164889,16.46658626670082,8.778104544171608,,,14.76,7.38,13.25,N,N,MBA
Corvina,1442,  1442 Corvina (1937 YF),20001442,2026-09-08 12:00:00,-459190643.3032305,66349815.30888603,20359976.92020688,-2.397315750049672,-14.80220929752199,-6.162630802911591,,,16.947,8.4735,11.50,N,N,MBA
Ruppina,1443,  1443 Ruppina (1937 YG),20001443,2026-09-08 12:00:00,324657946.8193251,-236248170.1008152,-94203631.15402482,11.20867610357189,13.71318068894371,5.367956563508381,,,16.467,8.2335,11.06,N,N,MBA
Pannonia,1444,  1444 Pannonia (1938 AE),20001444,2026-09-08 12:00:00,240012615.8070313,359385522.1501666,312979963.0005509,-12.32358076287166,7.852010671841788,1.273996753870237,,,26.363,13.1815,11.76,N,N,MBA
Konkolya,1445,  1445 Konkolya (1938 AF),20001445,2026-09-08 12:00:00,-495586342.5185201,188049392.1957283,103205094.8105755,-6.993258982243569,-11.6211561586619,-4.745970374372564,,,20.332,10.166,11.82,N,N,MBA
Sillanpaa,1446,  1446 Sillanpaa (1938 BA),20001446,2026-09-08 12:00:00,-40434692.81533525,-273156695.9162962,-146668490.6914517,20.9316737864521,-3.456873720224191,-2.52569076570402,,,8.167,4.0835,12.74,N,N,MBA
Utra,1447,  1447 Utra (1938 BB),20001447,2026-09-08 12:00:00,-120847942.1012328,301157704.4216372,162366495.6158664,-18.38997336691175,-6.084106986837814,-2.145749872467663,,,11.834,5.917,11.73,N,N,MBA
Lindbladia,1448,  1448 Lindbladia (1938 DF),20001448,2026-09-08 12:00:00,-214476182.7532448,-276855903.1467532,-127221038.5054111,12.86458944936054,-11.25458902481917,-6.913805441722435,,,20.65,10.325,13.05,N,N,MBA
Virtanen,1449,  1449 Virtanen (1938 DO),20001449,2026-09-08 12:00:00,133604314.2896143,335617092.2709597,113774295.2030447,-16.19893823704794,4.827407468199653,3.752212561066439,,,9.263,4.6315,12.09,N,N,MBA
Raimonda,1450,  1450 Raimonda (1938 DP),20001450,2026-09-08 12:00:00,-272420655.1288657,179261852.610082,107086546.8857273,-14.51128166420912,-13.98610632724195,-5.127298832399741,,,18.481,9.2405,12.51,N,N,MBA
Grano,1451,  1451 Grano (1938 DT),20001451,2026-09-08 12:00:00,-288979098.0771183,-64684150.61962919,-19221045.71720312,6.287669804552622,-20.19457107555335,-6.745572260036568,,,6.17,3.085,13.24,N,N,MBA
Hunnia,1452,  1452 Hunnia (1938 DZ1),20001452,2026-09-08 12:00:00,-405487070.4855656,-170109150.1926087,-81434062.76632625,3.935896614512783,-13.52028570609105,-10.5193821042134,,,20.91,10.455,12.22,N,N,MBA
Fennia,1453,  1453 Fennia (1938 ED1),20001453,2026-09-08 12:00:00,-197340350.0812123,135927616.0417255,160199354.2481284,-15.15084651731395,-10.70431764828579,-10.36936684364483,,,6.573,3.2865,12.49,N,N,IMB
Kalevala,1454,  1454 Kalevala (1936 DO),20001454,2026-09-08 12:00:00,-69697872.0060554,262349467.75936,141545974.8994838,-21.24886596215494,-5.28684289563586,-3.151462874238205,,,5.117,2.5585,12.70,N,N,MBA
Mitchella,1455,  1455 Mitchella (1937 LF),20001455,2026-09-08 12:00:00,137053871.6399975,334683876.0556018,97297692.74263503,-16.61314245944894,4.862106768279316,3.507848414866992,,,6.646,3.323,12.79,N,N,MBA
Saldanha,1456,  1456 Saldanha (1937 NG),20001456,2026-09-08 12:00:00,-511795999.9865548,274648866.0352566,30056827.71017925,-6.760171081723338,-9.81175651910472,-6.071609043424995,,,37.815,18.9075,11.14,N,N,OMB
Ankara,1457,  1457 Ankara (1937 PA),20001457,2026-09-08 12:00:00,436228908.2474486,30618139.81933679,61557995.19492695,0.02746867621973708,14.79505999765626,7.256166276936915,,,17.834,8.917,10.81,N,N,MBA
Mineura,1458,  1458 Mineura (1937 RC),20001458,2026-09-08 12:00:00,218222191.9612466,-241039848.3765086,-45296672.02483956,17.30027370550396,12.88949745603806,2.588876261533748,,,17.19,8.595,11.33,N,N,MBA
Magnya,1459,  1459 Magnya (1937 VA),20001459,2026-09-08 12:00:00,343058945.1891904,-65082192.3996912,-130846411.8796372,5.270884668115221,16.77169509813794,11.03115228749885,,,29.188,14.594,10.46,N,N,MBA
Haltia,1460,  1460 Haltia (1937 WC),20001460,2026-09-08 12:00:00,299500857.523065,129407950.6248986,23848714.66601295,-10.70532695661075,16.28661765017961,9.025850992146806,,,8.44,4.22,12.64,N,N,MBA
Jean-Jacques,1461,  1461 Jean-Jacques (1937 YL),20001461,2026-09-08 12:00:00,-316014082.3443645,268781802.9201359,183635573.7714636,-12.14502818999099,-12.3377136697359,-0.9590502559236027,,,35.145,17.5725,10.13,N,N,MBA
Zamenhof,1462,  1462 Zamenhof (1938 CA),20001462,2026-09-08 12:00:00,158944515.7321201,438117906.3891479,196754499.0905825,-15.08626746107293,3.366123285999999,1.637202944650467,,,27.366,13.683,11.38,N,N,MBA
Nordenmarkia,1463,  1463 Nordenmarkia (1938 CB),20001463,2026-09-08 12:00:00,-8507973.348639064,343241675.5363643,195090718.1819974,-19.59336771210927,2.197972727833893,-0.2165724368839524,,,36.547,18.2735,10.71,N,N,MBA
Armisticia,1464,  1464 Armisticia (1939 VO),20001464,2026-09-08 12:00:00,291113569.8157126,-307168707.6486413,-202740095.198596,12.6338380188871,10.40751443805659,1.844720779445,,,23.313,11.6565,10.98,N,N,MBA
Autonoma,1465,  1465 Autonoma (1938 FA),20001465,2026-09-08 12:00:00,18219871.41505806,479141166.764216,116562015.3106228,-15.49220213923731,-1.902113160719008,0.1580227503276554,,,18.111,9.0555,11.74,N,N,MBA
Mundleria,1466,  1466 Mundleria (1938 KA),20001466,2026-09-08 12:00:00,155423805.6370963,-279792145.3597267,-72585508.67636766,19.46818237229754,7.645087465288053,-0.3746469708345124,,,22.131,11.0655,12.43,N,N,MBA
Mashona,1467,  1467 Mashona (1938 OE),20001467,2026-09-08 12:00:00,416268059.4103665,98970041.28940827,207679294.1667048,-5.798117500374052,12.82968684417225,9.868814104948381,,,89.16,44.58,8.77,N,N,OMB
Zomba,1468,  1468 Zomba (1938 PA),20001468,2026-09-08 12:00:00,239905854.2772384,-35543719.55936286,17340251.76401824,4.444849567552476,22.1361021789938,13.32565749091705,,,,,12.69,N,N,MCA
Linzia,1469,  1469 Linzia (1938 QD),20001469,2026-09-08 12:00:00,291019250.9497212,-358085022.3943797,-54026879.38923822,12.54631210918037,11.18016730950987,2.451878581088161,,,74.78,37.39,9.94,N,N,MBA
Carla,1470,  1470 Carla (1938 SD),20001470,2026-09-08 12:00:00,-332825650.9469367,-311868457.6997346,-157028109.6007109,12.67119786025541,-9.365525831085105,-4.673094503367369,,,36.97,18.485,11.13,N,N,MBA
Tornio,1471,  1471 Tornio (1938 SL1),20001471,2026-09-08 12:00:00,-178776390.2591281,-330128978.7177708,-256017600.9808933,14.7577003074484,-6.196569599568191,-1.594797800847698,,,28.719,14.3595,11.13,N,N,MBA
Muonio,1472,  1472 Muonio (1938 UQ),20001472,2026-09-08 12:00:00,-352586570.1863462,135867321.4811428,90566666.59048519,-8.78531996279092,-13.11468566249147,-6.03069593557543,,,8.388,4.194,12.39,N,N,MBA
Ounas,1473,  1473 Ounas (1938 UT),20001473,2026-09-08 12:00:00,-316194363.6542533,327952244.6974998,26200583.45749771,-12.37738253100415,-8.378543566754548,-3.628310465735329,,,18.164,9.082,11.88,N,N,MBA
Beira,1474,  1474 Beira (1935 QY),20001474,2026-09-08 12:00:00,-43903562.4118638,171889457.3805873,157341302.941362,-26.99596000066059,7.092480624155547,-3.517908153959122,,,,,12.34,N,N,MCA
Yalta,1475,  1475 Yalta (1935 SM),20001475,2026-09-08 12:00:00,-222638435.0814899,244865980.5330231,78900449.36799647,-17.11430904620209,-9.66383322426431,-3.855163621541497,,,,,12.81,N,N,MBA
Cox,1476,  1476 Cox (1936 RA),20001476,2026-09-08 12:00:00,231943338.5191985,187707702.7970359,118353047.0719892,-11.42329665615538,15.58789472417536,7.909958956725654,,,7.381,3.6905,12.91,N,N,MBA
Bonsdorffia,1477,  1477 Bonsdorffia (1938 CC),20001477,2026-09-08 12:00:00,316160962.7373291,-352965118.6158049,-183343317.0984257,9.020395135483984,9.43363687247626,8.743704623621944,,,25.851,12.9255,11.60,N,N,OMB
Vihuri,1478,  1478 Vihuri (1938 CF),20001478,2026-09-08 12:00:00,9221958.368652977,295487888.2679548,167046639.5262243,-20.40045830664673,0.5942911588007745,-1.78889872015233,,,9.523,4.7615,12.34,N,N,MBA
Inkeri,1479,  1479 Inkeri (1938 DE),20001479,2026-09-08 12:00:00,-289815302.6771498,-294351807.7599374,-159271393.2409107,10.4372109683174,-10.69659958248968,-6.745563169407958,,,15.206,7.603,11.90,N,N,MBA
Aunus,1480,  1480 Aunus (1938 DK),20001480,2026-09-08 12:00:00,-299918016.5429949,-86267760.0436963,-16016125.98347514,3.712892891534051,-18.65763249922072,-9.2544672233927,,,6.385,3.1925,13.20,N,N,MBA
Tubingia,1481,  1481 Tubingia (1938 DR),20001481,2026-09-08 12:00:00,-295040623.4445108,326948031.7413028,163836135.6992911,-12.83797844859827,-9.121656700763573,-4.73347735375654,,,33.77,16.885,10.45,N,N,MBA
Sebastiana,1482,  1482 Sebastiana (1938 DA1),20001482,2026-09-08 12:00:00,-277121483.1922019,-294753829.8342135,-118812525.4497214,13.88234788385158,-10.04614223576853,-5.306814950613817,,,17.186,8.593,11.04,N,N,MBA
