name,designation,full_name,spkid,epoch,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,gm_km3_s2,mass_kg,diameter_km,radius_km,H,neo,pha,orbit_class
McNaught,3173,  3173 McNaught (1981 WY),20003173,2026-09-08 12:00:00,14916631.04239258,-239249107.5459944,-113271837.4821987,24.10001665485649,4.326331549448528,-1.562187969272323,,,6.026,3.013,13.25,N,N,MBA
Alcock,3174,  3174 Alcock (1984 UV),20003174,2026-09-08 12:00:00,-272836468.1783348,-438328382.2744983,-184860021.1904613,11.95018307563674,-6.878591515567093,-3.602361195417853,,,,,12.09,N,N,MBA
Netto,3175,  3175 Netto (1979 YP),20003175,2026-09-08 12:00:00,285746262.262643,22214380.06366069,11034603.27737178,-4.378085660242481,21.22465912866771,8.926827570968904,,,5.942,2.971,13.61,N,N,MBA
Paolicchi,3176,  3176 Paolicchi (1980 VR1),20003176,2026-09-08 12:00:00,-407522246.0080401,-161170639.2042495,16121879.36435099,4.250168866089626,-13.11864387070197,-10.34883382944711,,,41.327,20.6635,11.24,N,N,MBA
Chillicothe,3177,  3177 Chillicothe (1934 AK),20003177,2026-09-08 12:00:00,307145359.0798289,-187192767.942897,-200103869.297603,9.387486926737397,12.75863383197742,7.619373266279164,,,15.419,7.7095,11.97,N,N,MBA
Yoshitsune,3178,  3178 Yoshitsune (1984 WA),20003178,2026-09-08 12:00:00,-85470452.41006488,-440036927.8789449,-171158999.4111664,12.99231152086715,-7.554469988338383,-1.330731596473746,,,14.304,7.152,12.28,N,N,MBA
Beruti,3179,  3179 Beruti (1962 FA),20003179,2026-09-08 12:00:00,-190092193.796284,316542384.1457536,125870812.5474576,-17.80354488422054,-8.038653575364993,-3.190200840622819,,,20.835,10.4175,12.08,N,N,MBA
Morgan,3180,  3180 Morgan (1962 RO),20003180,2026-09-08 12:00:00,-52136272.09961148,262803401.868844,143299507.1926407,-21.72588381638695,-0.8817963915903203,-0.7163770876201416,,,4.34,2.17,14.20,N,N,MBA
Ahnert,3181,  3181 Ahnert (1964 EC),20003181,2026-09-08 12:00:00,153526286.1502671,277998854.5389228,111078234.5858124,-18.06243988031057,7.6528541235828,1.977111709654125,,,7.961,3.9805,12.71,N,N,MBA
Shimanto,3182,  3182 Shimanto (1984 WC),20003182,2026-09-08 12:00:00,342529158.9097845,-13849679.16952263,69845692.86460467,-2.47453253140687,19.4040305832703,6.031668326643877,,,8.925,4.4625,11.95,N,N,MBA
Franzkaiser,3183,  3183 Franzkaiser (1949 PP),20003183,2026-09-08 12:00:00,-533220605.6978298,97183293.7824598,56681331.05894548,-2.949050217145461,-13.11155899201572,-5.220932431340883,,,15.283,7.6415,12.82,N,N,MBA
Raab,3184,  3184 Raab (1949 QC),20003184,2026-09-08 12:00:00,-427978903.2353369,-163618433.0559621,-1309434.580462677,8.260141855589637,-11.85890127652041,-6.172053625480775,,,19.28,9.64,12.47,N,N,MBA
Clintford,3185,  3185 Clintford (1953 VY1),20003185,2026-09-08 12:00:00,160117593.8057666,251273366.0930853,104136785.7498881,-16.48898781224036,12.08786718326713,6.754245839452915,,,10.294,5.147,13.93,N,N,MBA
Manuilova,3186,  3186 Manuilova (1973 SD3),20003186,2026-09-08 12:00:00,-325836069.9331918,-379700196.0602718,-157563091.0604645,12.73443422565036,-7.067810295109555,-2.982572333634147,,,13.886,6.943,12.96,N,N,MBA
Dalian,3187,  3187 Dalian (1977 TO3),20003187,2026-09-08 12:00:00,-4481440.576576203,292959482.7760048,138293327.4416807,-20.68082295373403,0.6271384052414223,-0.5190750657590509,,,6.223,3.1115,13.33,N,N,MBA
Jekabsons,3188,  3188 Jekabsons (1978 OM),20003188,2026-09-08 12:00:00,-50524497.86454486,-299731160.4100655,-159426765.5278346,19.68569246421722,-0.5221900718741276,0.4555061983587733,,,4.261,2.1305,13.64,N,N,MBA
Penza,3189,  3189 Penza (1978 RF6),20003189,2026-09-08 12:00:00,2462973.579049211,-440089784.9379112,-119852011.1198732,16.88116929276121,3.374810867871755,0.8082840254389011,,,10.707,5.3535,12.93,N,N,MBA
Aposhanskij,3190,  3190 Aposhanskij (1978 SR6),20003190,2026-09-08 12:00:00,-125753829.579568,367294344.6316608,241318838.03218,-16.60579759890298,-2.308453671077149,-1.638960658049753,,,,,13.08,N,N,MBA
Svanetia,3191,  3191 Svanetia (1979 SX9),20003191,2026-09-08 12:00:00,-177875859.4825118,-352256398.195403,-158245438.6344074,16.18457926453443,-6.444187596532534,-3.687654664589313,,,9.318,4.659,12.35,N,N,MBA
A'Hearn,3192,  3192 A'Hearn (1982 BY1),20003192,2026-09-08 12:00:00,-241424743.4415462,-209591192.9047272,-86631594.55547014,11.63194457323566,-15.33534968565409,-7.696209913345602,,,4.361,2.1805,13.90,N,N,MBA
Elliot,3193,  3193 Elliot (1982 DJ),20003193,2026-09-08 12:00:00,132472676.2193777,245269422.8507318,133248221.5617641,-19.92615981709882,7.266969580274585,4.497400693361402,,,5.851,2.9255,13.37,N,N,MBA
Dorsey,3194,  3194 Dorsey (1982 KD1),20003194,2026-09-08 12:00:00,188114729.6591645,380647747.2057969,167384117.595205,-14.36778232295125,6.347947693445986,6.242411392253646,,,13.907,6.9535,12.29,N,N,MBA
Fedchenko,3195,  3195 Fedchenko (1978 PT2),20003195,2026-09-08 12:00:00,-388813428.4274803,-206340148.0982093,-96129684.97202814,9.327263614594496,-12.96081991597156,-5.483132648700484,,,8.56,4.28,12.69,N,N,MBA
Maklaj,3196,  3196 Maklaj (1978 RY),20003196,2026-09-08 12:00:00,344117477.6541363,249048361.4240825,142720092.1738814,-10.78631660875564,11.21309368519898,7.497908520815049,,,14.196,7.098,12.08,N,N,MBA
Weissman,3197,  3197 Weissman (1981 AD),20003197,2026-09-08 12:00:00,-22402214.67839589,-444822064.7257166,-131908483.0817391,14.93911172980565,1.663809157703299,-3.740108924852312,,,18.984,9.492,11.60,N,N,MBA
Wallonia,3198,  3198 Wallonia (1981 YH1),20003198,2026-09-08 12:00:00,228023736.6298247,197872924.295178,13191620.51710266,-15.9778912055792,10.13900394128279,10.54996417634324,,,,,13.15,N,N,MCA
Nefertiti,3199,  3199 Nefertiti (1982 RA),20003199,2026-09-08 12:00:00,-150282721.7875163,116878946.6431754,116978617.6820465,-21.87322593617544,-3.083110106834668,-11.57203787267012,,,2.2,1.1,14.99,Y,N,AMO
Phaethon,3200,  3200 Phaethon (1983 TB),20003200,2026-09-08 12:00:00,30973750.98600591,-30035741.0985706,1882638.656413455,67.96340843099493,-0.4867921787319431,29.63542563334742,,,6.25,3.125,14.38,Y,Y,APO
Sijthoff,3201,  3201 Sijthoff (6560 P-L),20003201,2026-09-08 12:00:00,-288321126.8828027,93868798.37852074,54125076.52573344,-7.47911402932107,-18.90654620898199,-7.410636425586951,,,5.03,2.515,13.74,N,N,MBA
Graff,3202,  3202 Graff (A908 AA),20003202,2026-09-08 12:00:00,-119309938.1168563,494633743.4198664,107285593.8271884,-16.27783488300577,-3.711815687511965,-2.251826202103524,,,35.91,17.955,11.09,N,N,OMB
Huth,3203,  3203 Huth (1938 SL),20003203,2026-09-08 12:00:00,43750105.38761472,-263777388.6385834,-143769975.4336553,20.58372337529111,8.132202658574734,2.273938119086411,,,4.345,2.1725,13.95,N,N,MBA
Lindgren,3204,  3204 Lindgren (1978 RH),20003204,2026-09-08 12:00:00,-518015132.2134392,-275406614.5448412,-96468087.13827224,4.996215727742781,-10.86871451754808,-4.748645257317224,,,19.596,9.798,12.33,N,N,MBA
Boksenberg,3205,  3205 Boksenberg (1979 MO6),20003205,2026-09-08 12:00:00,-335898634.3644397,-343184771.9470333,-40350323.08685964,10.36019023173527,-9.426984297068632,-4.955110621365077,,,12.12,6.06,13.41,N,N,MBA
Wuhan,3206,  3206 Wuhan (1980 VN1),20003206,2026-09-08 12:00:00,-366934457.7119284,44128976.17330644,80535117.11876938,-7.885410218428062,-15.78626291076717,-6.528928446447892,,,5.377,2.6885,13.61,N,N,MBA
Spinrad,3207,  3207 Spinrad (1981 EY25),20003207,2026-09-08 12:00:00,-232811183.5560968,-339256951.0099966,-130014752.570777,15.43812046978059,-7.911397149231261,-3.216516568019037,,,9.384,4.692,12.49,N,N,MBA
Lunn,3208,  3208 Lunn (1981 JM),20003208,2026-09-08 12:00:00,295226192.9413643,-373301473.1186711,-157819358.2686507,13.35545251976249,7.764675740076845,2.690714553155999,,,20.114,10.057,12.29,N,N,MBA
Buchwald,3209,  3209 Buchwald (1982 BL1),20003209,2026-09-08 12:00:00,233853167.5889615,228610220.2428844,66155397.14713019,-14.66771107372398,11.96938196862749,5.527686916538332,,,5.818,2.909,13.46,N,N,MBA
Lupishko,3210,  3210 Lupishko (1983 WH1),20003210,2026-09-08 12:00:00,479833429.435127,22531400.20772353,-88080413.93236156,-0.3641204371981162,15.50495058110255,4.214339587188997,,,19.128,9.564,10.95,N,N,MBA
Louispharailda,3211,  3211 Louispharailda (1931 CE),20003211,2026-09-08 12:00:00,-444459408.6762575,-97910517.84390733,-101738053.395864,1.343583778898528,-13.11282547757799,-8.43406483398977,,,8.34,4.17,12.80,N,N,MBA
Agricola,3212,  3212 Agricola (1938 DH2),20003212,2026-09-08 12:00:00,-245310414.5671172,-195537374.5251514,-40394073.76445499,10.67146637050906,-16.54878057706986,-7.742662170200848,,,4.442,2.221,13.68,N,N,MBA
Smolensk,3213,  3213 Smolensk (1977 NQ),20003213,2026-09-08 12:00:00,-530613882.80379,139769596.6165319,68248345.74126756,-4.741883447690991,-12.23807803865834,-5.461531598453458,,,17.72,8.86,12.57,N,N,MBA
Makarenko,3214,  3214 Makarenko (1978 TZ6),20003214,2026-09-08 12:00:00,89401594.71123411,441862209.0835516,153660496.575405,-15.5753767429659,1.678200025687981,4.008805638992039,,,18.442,9.221,11.68,N,N,MBA
Lapko,3215,  3215 Lapko (1980 BQ),20003215,2026-09-08 12:00:00,152625444.3356876,-430241877.43505,-232609393.5715749,14.57833663457963,4.809703449423885,0.4970468349056547,,,19.517,9.7585,12.41,N,N,MBA
Harrington,3216,  3216 Harrington (1980 RB),20003216,2026-09-08 12:00:00,-321024641.1379616,291123145.8496914,145466161.8627622,-11.50744276960572,-8.475415281808948,-2.397906172548874,,,4.029,2.0145,13.90,N,N,MBA
Seidelmann,3217,  3217 Seidelmann (1980 RK),20003217,2026-09-08 12:00:00,-403994739.6627744,177451241.4427932,85616600.11990847,-7.055233647969703,-11.22055803319859,-6.551028147690969,,,,,14.70,N,N,MBA
Delphine,3218,  3218 Delphine (6611 P-L),20003218,2026-09-08 12:00:00,-378833618.2624519,-200442650.8970927,-76858897.13053747,5.648076681796444,-14.06911560878376,-5.31366436799345,,,4.932,2.466,14.10,N,N,MBA
Komaki,3219,  3219 Komaki (1934 CX),20003219,2026-09-08 12:00:00,403830723.5773575,-222977885.3736407,-56415789.99367221,9.841797554349816,11.66268841848887,6.832062231723885,,,16.127,8.0635,11.89,N,N,MBA
Murayama,3220,  3220 Murayama (1951 WF),20003220,2026-09-08 12:00:00,-178464451.4921742,-306907084.5171302,-161966379.8411978,15.21491776164699,-5.84358084749245,-4.187444287023991,,,4.877,2.4385,13.21,N,N,MBA
Changshi,3221,  3221 Changshi (1981 XF2),20003221,2026-09-08 12:00:00,123007484.4757644,-227049591.3954389,-110281716.9295692,20.53318063303367,10.60641696493533,3.351372354349091,,,5.998,2.999,13.03,N,N,MBA
Liller,3222,  3222 Liller (1983 NJ),20003222,2026-09-08 12:00:00,86290879.83537982,-414557480.0435164,-80892959.10786457,17.63279914512565,3.96645757785505,-1.767496806622973,,,34.919,17.4595,11.53,N,N,MBA
Forsius,3223,  3223 Forsius (1942 RN),20003223,2026-09-08 12:00:00,389690796.33749,-126601367.4245848,-45172541.64891092,3.451219773539714,16.64278409462009,3.895503736145284,,,20.149,10.0745,11.34,N,N,MBA
Irkutsk,3224,  3224 Irkutsk (1977 RL6),20003224,2026-09-08 12:00:00,-368983263.9207097,6557848.769585637,-19445139.47729094,2.340870482968444,-18.64696309754206,-6.845992111835164,,,24.9,12.45,11.72,N,N,MBA
Hoag,3225,  3225 Hoag (1982 QQ),20003225,2026-09-08 12:00:00,265639690.2069211,43503492.51757193,15927121.84755557,-2.869669412374904,22.41722801072819,-0.7180122040670366,,,6.235,3.1175,13.31,N,N,IMB
Plinius,3226,  3226 Plinius (6565 P-L),20003226,2026-09-08 12:00:00,-425288728.8035517,-171152547.2138179,-48130550.67301296,5.810918806918257,-13.95374692167268,-6.247967958122628,,,7.02,3.51,13.32,N,N,MBA
Hasegawa,3227,  3227 Hasegawa (1928 DF),20003227,2026-09-08 12:00:00,238853644.3933254,243598957.1475766,80681166.10272282,-16.11030983373831,10.68153644446344,4.37525926620045,,,7.909,3.9545,12.74,N,N,MBA
Pire,3228,  3228 Pire (1935 CL),20003228,2026-09-08 12:00:00,357110325.3798894,93713410.01586807,54240255.05440265,-7.706724109550242,15.66976192158307,6.742379047851433,,,16.209,8.1045,12.94,N,N,MBA
Solnhofen,3229,  3229 Solnhofen (A916 PC),20003229,2026-09-08 12:00:00,107480972.4457509,285949413.3316179,175667700.5340455,-16.98892133175636,8.620778769005739,2.203898725695391,,,7.14,3.57,13.07,N,N,MBA
Vampilov,3230,  3230 Vampilov (1972 LE),20003230,2026-09-08 12:00:00,-551288528.7976599,77633576.61697832,204204625.3454382,-0.9438423769518199,-11.40930917752268,-5.759705945950983,,,22.759,11.3795,12.05,N,N,MBA
Mila,3231,  3231 Mila (1972 RU2),20003231,2026-09-08 12:00:00,261686248.5464672,153709364.2784331,103334769.9878426,-11.81452352430545,16.15300620362265,7.938166515051383,,,13.424,6.712,13.55,N,N,MBA
Brest,3232,  3232 Brest (1974 SL),20003232,2026-09-08 12:00:00,265464568.054776,-311251805.0181428,-66737953.47968662,14.29553915110838,11.50459991147178,3.343881248358989,,,16.613,8.3065,11.76,N,N,MBA
Krisbarons,3233,  3233 Krisbarons (1977 RA6),20003233,2026-09-08 12:00:00,19604207.97317803,-319325669.3788868,-162028099.0990485,18.38666412482592,1.990030075903103,1.291117512782656,,,4.13,2.065,13.17,N,N,MBA
Hergiani,3234,  3234 Hergiani (1978 QO2),20003234,2026-09-08 12:00:00,-85111893.73260695,-460396961.0213808,-200125485.3321668,15.3758692990039,0.06930533730935369,-0.2445247257341062,,,13.879,6.9395,13.01,N,N,MBA
Melchior,3235,  3235 Melchior (1981 EL1),20003235,2026-09-08 12:00:00,232460760.6903177,-333366822.948949,-233607749.3982939,14.49813590920648,3.714089205807249,3.635248662534605,,,9.233,4.6165,13.99,N,N,MBA
Strand,3236,  3236 Strand (1982 BH1),20003236,2026-09-08 12:00:00,307005265.3654253,-90248964.95210218,-33585136.1923859,3.247315441467119,18.7265071028198,7.819055237132887,,,5.036,2.518,13.60,N,N,MBA
Victorplatt,3237,  3237 Victorplatt (1984 SA5),20003237,2026-09-08 12:00:00,398365686.3739417,192018740.3834752,159315129.9310194,-7.635449598965483,13.63072311814432,5.044357328907699,,,27.751,13.8755,10.74,N,N,MBA
Timresovia,3238,  3238 Timresovia (1975 VB9),20003238,2026-09-08 12:00:00,87084197.45333254,-353900773.9796076,-251261345.9541542,15.374038872671,4.946491760413994,2.716931111765143,,,12.699,6.3495,13.48,N,N,MBA
Meizhou,3239,  3239 Meizhou (1978 UJ2),20003239,2026-09-08 12:00:00,156717230.3032846,-186565345.6849448,-89106843.05541153,18.48553583770826,15.6700084289692,5.672188169543891,,,3.373,1.6865,14.26,N,N,MBA
Laocoon,3240,  3240 Laocoon (1978 VG6),20003240,2026-09-08 12:00:00,335208591.3994392,662847984.0206705,315227360.4558543,-10.71235455243981,6.163927260311984,2.374283714134418,,,51.695,25.8475,10.28,N,N,TJN
Yeshuhua,3241,  3241 Yeshuhua (1978 WH14),20003241,2026-09-08 12:00:00,227129477.3003683,294519587.2292523,115978760.1315287,-16.72004760627999,9.487054698129578,4.336205057229638,,,16.775,8.3875,12.60,N,N,MBA
Bakhchisaraj,3242,  3242 Bakhchisaraj (1979 SG9),20003242,2026-09-08 12:00:00,33181765.5429825,-450592757.6390992,-88654790.91336882,15.54808264568759,1.986142942604762,1.059939583161827,,,7.694,3.847,12.52,N,N,MBA
Skytel,3243,  3243 Skytel (1980 DC),20003243,2026-09-08 12:00:00,-79888866.47061557,417019039.2399467,263993882.6905461,-15.21003075976415,-1.859783766975277,-1.744772437624883,,,10.448,5.224,12.69,N,N,MBA
Petronius,3244,  3244 Petronius (4008 P-L),20003244,2026-09-08 12:00:00,-250338922.5160257,-260612365.2494173,-139351887.7311392,13.68396440959509,-9.292435045498658,-4.213848488923785,,,3.783,1.8915,14.10,N,N,MBA
Jensch,3245,  3245 Jensch (1973 UL5),20003245,2026-09-08 12:00:00,-245627551.9026904,-443086801.8315539,-195327054.9370888,12.64806469286895,-6.206546611539427,-2.715700548873318,,,12.696,6.348,13.36,N,N,MBA
Bidstrup,3246,  3246 Bidstrup (1976 GQ3),20003246,2026-09-08 12:00:00,-372289360.8499359,274070879.1676142,-29473259.89124761,-9.963940851628996,-13.87293912655208,-1.728843432780608,,,22.225,11.1125,11.84,N,N,MBA
Di Martino,3247,  3247 Di Martino (1981 YE),20003247,2026-09-08 12:00:00,-305023189.3346608,54556758.54960697,43520828.50595058,-3.785589666617624,-19.33720049696808,-9.307733015075556,,,13.75,6.875,13.36,N,N,MBA
Farinella,3248,  3248 Farinella (1982 FK),20003248,2026-09-08 12:00:00,-316816535.9451668,358692068.849315,257881252.7560697,-12.40103055453657,-6.533390323370774,-3.851687538444958,,,36.553,18.2765,11.01,N,N,OMB
Musashino,3249,  3249 Musashino (1977 DT4),20003249,2026-09-08 12:00:00,117320036.1358985,230325984.0281674,96377837.24092692,-20.29112779931615,11.34011434876419,6.379015081778288,,,5.108,2.554,13.61,N,N,MBA
Martebo,3250,  3250 Martebo (1979 EB),20003250,2026-09-08 12:00:00,-486122775.9370951,-95621036.61825964,-59094394.04637238,2.970007592455326,-14.68909718930981,-3.640308281321153,,,,,11.40,N,N,MBA
Eratosthenes,3251,  3251 Eratosthenes (6536 P-L),20003251,2026-09-08 12:00:00,398485447.1807017,8608116.790896306,288961.5382383975,-1.230984334246225,17.95275250482818,7.581150739661268,,,14.984,7.492,12.92,N,N,MBA
Johnny,3252,  3252 Johnny (1981 EM4),20003252,2026-09-08 12:00:00,375991523.5899163,-209031141.3438448,-86150199.28879184,7.532359366216172,11.62839424434715,8.984018060654883,,,7.807,3.9035,12.33,N,N,MBA
Gradie,3253,  3253 Gradie (1982 HQ1),20003253,2026-09-08 12:00:00,119382680.3940561,-209059752.0258448,-122308374.7485219,21.68103068230774,10.65483133172048,2.72523861297661,,,6.172,3.086,13.34,N,N,MBA
Bus,3254,  3254 Bus (1982 UM),20003254,2026-09-08 12:00:00,-572543628.054292,-292258044.3115961,-113282835.4098317,7.822443348813151,-9.69108479445451,-5.328085501459248,,,31.104,15.552,11.33,N,N,OMB
Tholen,3255,  3255 Tholen (1980 RA),20003255,2026-09-08 12:00:00,-280210334.7938192,-258373561.9956939,-297869496.5382647,10.34752314431589,-6.954776303766121,-4.501325837924121,,,4.023,2.0115,13.56,N,N,MCA
Daguerre,3256,  3256 Daguerre (1981 SJ1),20003256,2026-09-08 12:00:00,31530405.29385632,-437475783.4274492,-123075801.5664695,16.19691569855291,1.531033734080633,0.1982612554331216,,,20.551,10.2755,12.55,N,N,MBA
Hanzlik,3257,  3257 Hanzlik (1982 GG),20003257,2026-09-08 12:00:00,-12884721.26785517,-254728452.0600107,-136040975.8150814,22.90111073288501,1.526315507328512,-0.4463550283306035,,,5.569,2.7845,13.38,N,N,MBA
Somnium,3258,  3258 Somnium (1983 RJ),20003258,2026-09-08 12:00:00,178236012.5223677,216812222.9227326,100280586.2846537,-15.01928093633663,13.41178444303994,8.972120135098058,,,,,13.30,N,N,MBA
Brownlee,3259,  3259 Brownlee (1984 SZ4),20003259,2026-09-08 12:00:00,-402156633.4523896,-47371716.90280294,-115397452.6180502,3.557398703520466,-17.89882132427887,-4.272537431500196,,,25.579,12.7895,10.21,N,N,MBA
Vizbor,3260,  3260 Vizbor (1974 SO2),20003260,2026-09-08 12:00:00,-268953525.7697674,-148977667.8418927,-83607944.68194975,9.61899414651544,-17.5573098217292,-6.063145810558114,,,7.673,3.8365,12.76,N,N,MBA
Tvardovskij,3261,  3261 Tvardovskij (1979 SF9),20003261,2026-09-08 12:00:00,-462709192.2683192,17488704.91845255,21239674.41062713,-0.2138019205156477,-15.235383646942,-5.915582298825147,,,11.732,5.866,11.86,N,N,MBA
Miune,3262,  3262 Miune (1983 WB),20003262,2026-09-08 12:00:00,-332564933.7218585,202340981.2611519,158687806.670692,-11.0723304539121,-13.78121002432886,-4.834488988462614,,,22.627,11.3135,11.25,N,N,MBA
Bligh,3263,  3263 Bligh (1932 CN),20003263,2026-09-08 12:00:00,-287956084.1594793,-233709548.0625036,-66774920.25521562,10.82269609315804,-12.80334108023845,-7.558088721316097,,,4.931,2.4655,13.29,N,N,MBA
Bounty,3264,  3264 Bounty (1934 AF),20003264,2026-09-08 12:00:00,453716237.921265,-262770034.6421972,-115249346.671965,7.865113698207242,11.40448974512164,4.674656474820801,,,16.389,8.1945,12.53,N,N,MBA
Fletcher,3265,  3265 Fletcher (1953 VN2),20003265,2026-09-08 12:00:00,-375457373.8236361,-164260162.7562003,-30111025.29883775,7.043188411654049,-13.28866378687445,-7.242214667747485,,,5.909,2.9545,13.26,N,N,MBA
Bernardus,3266,  3266 Bernardus (1978 PA),20003266,2026-09-08 12:00:00,54394982.80220049,262137487.8448332,37334977.83730032,-19.55483585149265,4.872830386122116,10.37865043429438,,,7.592,3.796,12.96,N,N,IMB
Glo,3267,  3267 Glo (1981 AA),20003267,2026-09-08 12:00:00,239451147.6517736,78640048.70552452,-81887070.99534903,-8.820006276066614,21.32750365085116,9.323552866701188,,,6.44,3.22,12.84,N,N,MCA
De Sanctis,3268,  3268 De Sanctis (1981 DD),20003268,2026-09-08 12:00:00,242736315.2670127,247820283.4450815,102600324.9634178,-12.2223135154277,13.81272556540191,3.717380926480367,,,6.033,3.0165,13.15,N,N,MBA
Vibert-Douglas,3269,  3269 Vibert-Douglas (1981 EX16),20003269,2026-09-08 12:00:00,-126798699.892247,279914364.4000161,233607260.0021779,-18.80808025200418,-2.365561913221069,-2.888039873162896,,,11.659,5.8295,12.92,N,N,MBA
Dudley,3270,  3270 Dudley (1982 DA),20003270,2026-09-08 12:00:00,-215503434.125858,-231685364.6664454,57374052.76689152,8.905264454784943,-18.15919357145876,-2.242411611924692,,,,,14.29,N,N,MCA
Ul,3271,  3271 Ul (1982 RB),20003271,2026-09-08 12:00:00,-301693094.9895648,313031906.7322549,45835173.49990372,-10.19241815157716,-8.828504468904956,1.608361541585882,,,,,16.55,Y,N,AMO
Tillandz,3272,  3272 Tillandz (1938 DB1),20003272,2026-09-08 12:00:00,42336490.10951858,-333625256.8445822,-145887715.8419625,18.05312954734266,2.122453597329475,-0.4352575748285423,,,5.686,2.843,13.52,N,N,MBA
Drukar,3273,  3273 Drukar (1975 TS2),20003273,2026-09-08 12:00:00,269380145.5372896,393535341.5365418,202276949.9194196,-13.14014516546088,5.836782179068018,6.627980232682127,,,27.397,13.6985,11.62,N,N,OMB
Maillen,3274,  3274 Maillen (1981 QO2),20003274,2026-09-08 12:00:00,466414794.8513432,-32478992.80572493,-19948407.95134177,3.435369596856857,15.0496027729707,6.830628230918516,,,14.548,7.274,12.87,N,N,MBA
Oberndorfer,3275,  3275 Oberndorfer (1982 HE1),20003275,2026-09-08 12:00:00,315807168.3893463,237517812.8238905,95800214.52751769,-9.273964004614513,11.32612023905,7.54477266113944,,,10.831,5.4155,13.56,N,N,MBA
Porta Coeli,3276,  3276 Porta Coeli (1982 RZ1),20003276,2026-09-08 12:00:00,420210604.4969898,-23585102.3650106,-30857248.13776723,-0.835156777488814,16.90632511532788,7.676402510030131,,,18.41,9.205,12.57,N,N,MBA
Aaronson,3277,  3277 Aaronson (1984 AF1),20003277,2026-09-08 12:00:00,244100827.9909179,-278809471.14068,-165424876.3206808,12.10080361943182,14.39392972972368,4.484668250930915,,,19.88,9.94,11.69,N,N,MBA
Behounek,3278,  3278 Behounek (1984 BT),20003278,2026-09-08 12:00:00,12508773.42086852,-432562521.9053078,-208837473.7843548,16.43847134651032,1.340039613062522,-2.403011397483501,,,31.455,15.7275,11.44,N,N,OMB
Solon,3279,  3279 Solon (9103 P-L),20003279,2026-09-08 12:00:00,48639397.05139036,288320410.4674733,107455119.5126863,-20.03669727285395,6.384069398977464,2.123697229147091,,,,,13.24,N,N,MBA
Gretry,3280,  3280 Gretry (1933 SJ),20003280,2026-09-08 12:00:00,-331126035.4071012,285863217.5206282,124085873.5162273,-10.67549606666582,-10.02765936445712,-5.004507503460811,,,8.833,4.4165,12.55,N,N,MBA
Maupertuis,3281,  3281 Maupertuis (1938 DZ),20003281,2026-09-08 12:00:00,354371778.2834184,117472443.0085655,74584345.69657533,-5.670854393333066,14.8214265169515,8.179712350467028,,,5.482,2.741,12.98,N,N,MBA
Spencer Jones,3282,  3282 Spencer Jones (1949 DA),20003282,2026-09-08 12:00:00,-173367827.2208692,250462320.6496717,96323497.6483864,-16.89685838520818,-11.1192209682083,-3.835876901324532,,,5.228,2.614,13.51,N,N,MBA
Skorina,3283,  3283 Skorina (1979 QA10),20003283,2026-09-08 12:00:00,-257159663.1028013,-235868984.2394668,-140025108.4492352,14.46626476999022,-9.817051413272617,-5.619327666893768,,,10.623,5.3115,12.86,N,N,MBA
Niebuhr,3284,  3284 Niebuhr (1953 NB),20003284,2026-09-08 12:00:00,-233687557.8572032,-285280323.8753282,-106999828.4023757,18.47002678014127,-3.83890376680095,-4.099219975418892,,,9.127,4.5635,13.11,N,N,MBA
Ruth Wolfe,3285,  3285 Ruth Wolfe (1983 VW1),20003285,2026-09-08 12:00:00,16722742.69175629,-421522456.3518059,-105152238.0539189,14.97637850717785,1.838457310213508,5.747660207286311,,,8.62,4.31,12.32,N,N,MBA
Anatoliya,3286,  3286 Anatoliya (1980 BV),20003286,2026-09-08 12:00:00,-13689132.01999271,368118530.7233339,132539412.6268005,-17.79937112349129,-3.755005138373482,2.971215358694666,,,8.054,4.027,12.80,N,N,MBA
Olmstead,3287,  3287 Olmstead (1981 DK1),20003287,2026-09-08 12:00:00,158941401.4554721,320814457.9602175,94518646.80554558,-13.42429386472302,12.56578732516704,1.374133531076949,,,5.515,2.7575,14.34,N,N,MCA
Seleucus,3288,  3288 Seleucus (1982 DV),20003288,2026-09-08 12:00:00,400159757.2103283,-15629173.43291929,21908841.02548974,5.381096180520528,13.16062359892255,4.846222408293516,,,2.8,1.4,15.34,Y,N,AMO
Mitani,3289,  3289 Mitani (1934 RP),20003289,2026-09-08 12:00:00,231459914.9372096,-205774710.9904416,-100042280.3313288,11.43065797256445,15.97839368927769,7.054093494672319,,,4.271,2.1355,14.04,N,N,MBA
Azabu,3290,  3290 Azabu (1973 SZ1),20003290,2026-09-08 12:00:00,27983686.84067145,-529191247.8582598,-238739407.1539422,15.21142278432129,-0.8543268194081395,-1.162753091329751,,,10.184,5.092,12.20,N,N,OMB
Dunlap,3291,  3291 Dunlap (1982 VX3),20003291,2026-09-08 12:00:00,428340538.6499775,-52981682.59997147,-28850903.61862054,3.565354064145886,16.62608126432484,6.5448060421006,,,22.496,11.248,12.89,N,N,MBA
Sather,3292,  3292 Sather (2631 P-L),20003292,2026-09-08 12:00:00,6785352.968287865,-485007238.74922,-223131622.0417849,14.649947965676,1.802078102490536,0.5633945185425003,,,12.758,6.379,13.21,N,N,MBA
