spkid,full_name,pdes,name,kind,neo,pha,class,H,diameter_km,gm_km3_s2
20090728, 90728 (1992 EW8),90728,,an,N,N,MBA,14.94,,
20090729, 90729 (1992 ED21),90729,,an,N,N,MBA,16.10,,
20090730, 90730 (1992 EO23),90730,,an,N,N,MBA,16.19,,
20090731, 90731 (1992 OC),90731,,an,N,N,MBA,15.23,2.635,
20090732, 90732 Opdebeeck (1992 PO),90732,Opdebeeck,an,N,N,MBA,14.60,,
20090733, 90733 (1993 BO8),90733,,an,N,N,MBA,15.98,,
20090734, 90734 (1993 FW6),90734,,an,N,N,MBA,15.12,4.856,
20090735, 90735 (1993 FC10),90735,,an,N,N,MBA,14.92,,
20090736, 90736 (1993 FB15),90736,,an,N,N,MBA,15.16,,
20090737, 90737 (1993 FQ15),90737,,an,N,N,OMB,13.86,,
20090738, 90738 (1993 FP21),90738,,an,N,N,MBA,15.33,,
20090739, 90739 (1993 FM31),90739,,an,N,N,MBA,16.51,2.551,
20090740, 90740 (1993 FZ31),90740,,an,N,N,MBA,15.48,4.369,
20090741, 90741 (1993 FE36),90741,,an,N,N,MBA,15.53,,
20090742, 90742 (1993 FX44),90742,,an,N,N,MBA,16.53,,
20090743, 90743 (1993 FE58),90743,,an,N,N,MBA,15.80,,
20090744, 90744 (1993 FT80),90744,,an,N,N,MBA,15.95,,
20090745, 90745 (1993 HW2),90745,,an,N,N,MBA,15.35,2.508,
20090746, 90746 (1993 NK1),90746,,an,N,N,MBA,16.23,,
20090747, 90747 (1993 PP2),90747,,an,N,N,MBA,14.22,,
20090748, 90748 (1993 QL4),90748,,an,N,N,MBA,16.05,,
20090749, 90749 (1993 QZ7),90749,,an,N,N,MBA,14.94,,
20090750, 90750 (1993 QJ8),90750,,an,N,N,MBA,14.72,,
20090751, 90751 (1993 QE9),90751,,an,N,N,MBA,15.83,,
20090752, 90752 (1993 RJ1),90752,,an,N,N,MBA,16.73,,
20090753, 90753 (1993 RX4),90753,,an,N,N,MBA,16.20,,
20090754, 90754 (1993 RY4),90754,,an,N,N,MBA,15.66,,
20090755, 90755 (1993 RT5),90755,,an,N,N,MBA,14.19,4.910,
20090756, 90756 (1993 RH9),90756,,an,N,N,MBA,16.36,,
20090757, 90757 (1993 RK13),90757,,an,N,N,MBA,16.12,,
20090758, 90758 (1993 RO14),90758,,an,N,N,MBA,15.86,,
20090759, 90759 (1993 SZ6),90759,,an,N,N,MBA,16.53,,
20090760, 90760 (1993 SN10),90760,,an,N,N,MBA,16.75,,
20090761, 90761 (1993 SW13),90761,,an,N,N,MBA,16.35,,
20090762, 90762 (1993 TV3),90762,,an,N,N,MBA,14.69,,
20090763, 90763 (1993 TB6),90763,,an,N,N,MBA,14.76,5.283,
20090764, 90764 (1993 TO6),90764,,an,N,N,MBA,16.78,,
20090765, 90765 (1993 TX14),90765,,an,N,N,MBA,15.08,5.142,
20090766, 90766 (1993 TN16),90766,,an,N,N,MBA,16.44,,
20090767, 90767 (1993 TJ17),90767,,an,N,N,MBA,16.01,,
20090768, 90768 (1993 TV17),90768,,an,N,N,MBA,14.56,8.297,
20090769, 90769 (1993 TO20),90769,,an,N,N,MBA,15.16,,
20090770, 90770 (1993 TV20),90770,,an,N,N,MBA,15.34,,
20090771, 90771 (1993 TU32),90771,,an,N,N,MBA,15.87,,
20090772, 90772 (1993 UH),90772,,an,N,N,MBA,14.13,,
20090773, 90773 (1993 UT1),90773,,an,N,N,MBA,16.84,,
20090774, 90774 (1993 UA5),90774,,an,N,N,MBA,14.23,6.395,
20090775, 90775 (1993 UE5),90775,,an,N,N,MBA,16.24,,
20090776, 90776 (1993 VW2),90776,,an,N,N,MBA,15.99,3.709,
20090777, 90777 (1993 XJ3),90777,,an,N,N,MBA,15.09,,
20090778, 90778 (1994 CN3),90778,,an,N,N,MBA,16.32,,
20090779, 90779 (1994 CD14),90779,,an,N,N,MBA,15.23,5.423,
20090780, 90780 (1994 CN17),90780,,an,N,N,MBA,15.07,2.778,
20090781, 90781 (1994 EE6),90781,,an,N,N,MBA,15.20,2.733,
20090782, 90782 (1994 GY3),90782,,an,N,N,MBA,16.52,,
20090783, 90783 (1994 GU4),90783,,an,N,N,MBA,15.96,,
20090784, 90784 (1994 HZ),90784,,an,N,N,MBA,15.86,,
20090785, 90785 (1994 JU2),90785,,an,N,N,MBA,15.35,4.742,
20090786, 90786 (1994 PT17),90786,,an,N,N,MBA,15.72,,
20090787, 90787 (1994 PO19),90787,,an,N,N,MBA,16.93,,
20090788, 90788 (1994 PQ20),90788,,an,N,N,MBA,17.13,,
20090789, 90789 (1994 PP22),90789,,an,N,N,MBA,16.10,,
20090790, 90790 (1994 PA25),90790,,an,N,N,MBA,15.27,,
20090791, 90791 (1994 PG32),90791,,an,N,N,MCA,16.62,,
20090792, 90792 (1994 PC33),90792,,an,N,N,MBA,16.55,,
20090793, 90793 (1994 PF38),90793,,an,N,N,MBA,17.56,,
20090794, 90794 (1994 RK26),90794,,an,N,N,MBA,14.87,4.586,
20090795, 90795 (1994 ST2),90795,,an,N,N,MBA,15.36,,
20090796, 90796 (1994 SC11),90796,,an,N,N,MBA,15.54,,
20090797, 90797 (1994 SU12),90797,,an,N,N,MBA,16.77,2.449,
20090798, 90798 (1994 US5),90798,,an,N,N,MBA,16.96,,
20090799, 90799 (1994 UD8),90799,,an,N,N,MBA,16.68,,
20090800, 90800 (1994 UD9),90800,,an,N,N,MBA,16.75,1.628,
20090801, 90801 (1994 VU5),90801,,an,N,N,MBA,16.58,,
20090802, 90802 (1994 WY),90802,,an,N,N,MBA,15.39,,
20090803, 90803 (1994 WG5),90803,,an,N,N,MBA,15.93,4.232,
20090804, 90804 (1994 WL8),90804,,an,N,N,MBA,15.21,,
20090805, 90805 (1994 WP8),90805,,an,N,N,MBA,15.19,3.766,
20090806, 90806 Rudaki (1995 AE),90806,Rudaki,an,N,N,MBA,15.56,2.443,
20090807, 90807 (1995 CF6),90807,,an,N,N,MBA,16.56,,
20090808, 90808 (1995 CM6),90808,,an,N,N,MBA,15.23,,
20090809, 90809 (1995 DX2),90809,,an,N,N,IMB,16.95,,
20090810, 90810 (1995 DY2),90810,,an,N,N,IMB,17.33,,
20090811, 90811 (1995 DC5),90811,,an,N,N,MBA,16.59,,
20090812, 90812 (1995 EH3),90812,,an,N,N,MBA,16.82,2.425,
20090813, 90813 (1995 ES7),90813,,an,N,N,MBA,15.93,,
20090814, 90814 (1995 FV4),90814,,an,N,N,OMB,15.17,,
20090815, 90815 (1995 FQ6),90815,,an,N,N,MBA,15.77,,
20090816, 90816 (1995 OZ3),90816,,an,N,N,MBA,15.26,,
20090817, 90817 Doylehall (1995 RO),90817,Doylehall,an,N,N,MBA,15.85,4.481,
20090818, 90818 Daverichards (1995 RR),90818,Daverichards,an,N,N,MBA,15.73,,
20090819, 90819 (1995 SN),90819,,an,N,N,MBA,15.72,,
20090820, 90820 McCann (1995 SS1),90820,McCann,an,N,N,MBA,16.04,,
20090821, 90821 Augustsedlacek (1995 SA2),90821,Augustsedlacek,an,N,N,MBA,15.21,2.525,
20090822, 90822 (1995 SR24),90822,,an,N,N,MBA,16.06,,
20090823, 90823 (1995 SX45),90823,,an,N,N,MBA,16.53,,
20090824, 90824 (1995 SF53),90824,,an,N,N,MBA,15.82,3.133,
20090825, 90825 Lizhensheng (1995 SU53),90825,Lizhensheng,an,N,N,MBA,15.69,,
20090826, 90826 Xuzhihong (1995 TL1),90826,Xuzhihong,an,N,N,MBA,15.19,3.300,
20090827, 90827 (1995 TU3),90827,,an,N,N,MBA,16.00,,
20090828, 90828 (1995 UH2),90828,,an,N,N,MBA,15.82,,
20090829, 90829 (1995 UY5),90829,,an,N,N,MBA,14.64,6.905,
20090830, 90830 Beihang (1995 UX7),90830,Beihang,an,N,N,MBA,15.83,,
20090831, 90831 (1995 UL14),90831,,an,N,N,MBA,15.27,5.593,
20090832, 90832 (1995 UX14),90832,,an,N,N,MBA,15.73,4.066,
20090833, 90833 (1995 UQ18),90833,,an,N,N,MBA,15.59,,
20090834, 90834 (1995 UR46),90834,,an,N,N,MBA,15.09,4.165,
20090835, 90835 (1995 UT71),90835,,an,N,N,MBA,15.14,2.851,
20090836, 90836 (1995 VF3),90836,,an,N,N,MBA,15.55,,
20090837, 90837 Raoulvalentini (1995 WT4),90837,Raoulvalentini,an,N,N,MBA,15.06,5.806,
20090838, 90838 (1995 WD7),90838,,an,N,N,MBA,14.76,,
20090839, 90839 (1995 WN7),90839,,an,N,N,MBA,14.81,4.868,
20090840, 90840 (1995 WY12),90840,,an,N,N,MBA,15.52,4.589,
20090841, 90841 (1995 WT13),90841,,an,N,N,MBA,15.38,,
20090842, 90842 (1995 YZ4),90842,,an,N,N,MBA,15.68,,
20090843, 90843 (1995 YZ22),90843,,an,N,N,MBA,16.14,,
20090844, 90844 Todai (1996 AF3),90844,Todai,an,N,N,MBA,16.86,,
20090845, 90845 (1996 BO6),90845,,an,N,N,MBA,15.59,,
20090846, 90846 (1996 DY),90846,,an,N,N,MBA,14.16,8.385,
20090847, 90847 (1996 EJ3),90847,,an,N,N,MBA,14.55,7.202,
20090848, 90848 (1996 EP7),90848,,an,N,N,MBA,17.57,1.655,
20090849, 90849 (1996 EU9),90849,,an,N,N,MBA,16.98,,
20090850, 90850 (1996 FM1),90850,,an,N,N,MBA,16.24,,
20090851, 90851 (1996 GX),90851,,an,N,N,MBA,16.45,,
20090852, 90852 (1996 GS4),90852,,an,N,N,MBA,16.37,2.443,
20090853, 90853 (1996 GF5),90853,,an,N,N,MBA,16.63,,
20090854, 90854 (1996 GT8),90854,,an,N,N,MBA,15.96,1.893,
20090855, 90855 (1996 GZ8),90855,,an,N,N,MBA,16.23,,
20090856, 90856 (1996 GL20),90856,,an,N,N,MBA,16.06,,
20090857, 90857 (1996 HN8),90857,,an,N,N,MBA,16.34,,
20090858, 90858 (1996 HJ19),90858,,an,N,N,MBA,14.85,,
20090859, 90859 (1996 HH20),90859,,an,N,N,MBA,16.20,,
20090860, 90860 (1996 HP20),90860,,an,N,N,MBA,16.40,,
20090861, 90861 (1996 JD),90861,,an,N,N,MBA,16.30,,
20090862, 90862 (1996 KM1),90862,,an,N,N,MBA,15.24,2.410,
20090863, 90863 (1996 QR1),90863,,an,N,N,MBA,15.59,,
20090864, 90864 (1996 RJ1),90864,,an,N,N,MBA,16.52,,
20090865, 90865 (1996 RC11),90865,,an,N,N,MBA,16.44,,
20090866, 90866 (1996 RA28),90866,,an,N,N,IMB,15.91,,
20090867, 90867 (1996 SX6),90867,,an,N,N,MBA,15.74,4.954,
20090868, 90868 (1996 SX7),90868,,an,N,N,MBA,15.68,2.670,
20090869, 90869 (1996 TC16),90869,,an,N,N,MBA,16.56,,
20090870, 90870 (1996 TJ18),90870,,an,N,N,MBA,16.20,,
20090871, 90871 (1996 TG19),90871,,an,N,N,IMB,16.47,,
20090872, 90872 (1996 TZ40),90872,,an,N,N,MBA,14.37,4.012,
20090873, 90873 (1996 TE44),90873,,an,N,N,MBA,16.77,,
20090874, 90874 (1996 TX64),90874,,an,N,N,MBA,13.87,4.298,
20090875, 90875 Hoshitori (1996 VE1),90875,Hoshitori,an,N,N,MBA,14.80,6.500,
20090876, 90876 (1996 VW4),90876,,an,N,N,MBA,15.40,3.910,
20090877, 90877 (1996 VQ5),90877,,an,N,N,MBA,15.63,2.509,
20090878, 90878 (1996 VY37),90878,,an,N,N,MBA,16.03,,
20090879, 90879 (1996 WB1),90879,,an,N,N,MBA,15.13,6.150,
20090880, 90880 (1996 WZ2),90880,,an,N,N,MBA,14.69,3.779,
20090881, 90881 (1996 XN6),90881,,an,N,N,MBA,15.48,,
20090882, 90882 (1996 XB25),90882,,an,N,N,MBA,14.94,,
20090883, 90883 (1996 XB26),90883,,an,N,N,MBA,15.74,4.251,
20090884, 90884 (1996 XC36),90884,,an,N,N,MBA,15.55,4.695,
20090885, 90885 (1996 YR2),90885,,an,N,N,MBA,15.21,,
20090886, 90886 (1996 YT2),90886,,an,N,N,MBA,15.39,,
20090887, 90887 (1997 AH2),90887,,an,N,N,MBA,15.90,3.224,
20090888, 90888 (1997 AB3),90888,,an,N,N,MBA,14.81,3.642,
20090889, 90889 (1997 AQ11),90889,,an,N,N,MBA,15.34,2.805,
20090890, 90890 (1997 AT12),90890,,an,N,N,MBA,14.97,6.885,
20090891, 90891 (1997 AE15),90891,,an,N,N,MBA,15.07,2.739,
20090892, 90892 Betlemska kaple (1997 BC),90892,Betlemska kaple,an,N,N,MBA,15.94,,
20090893, 90893 (1997 BE),90893,,an,N,N,MBA,15.50,,
20090894, 90894 (1997 BF2),90894,,an,N,N,MBA,15.25,5.405,
20090895, 90895 (1997 CC2),90895,,an,N,N,MBA,15.60,,
20090896, 90896 (1997 CJ3),90896,,an,N,N,MBA,15.05,4.780,
20090897, 90897 (1997 CF6),90897,,an,N,N,MBA,14.49,5.678,
20090898, 90898 (1997 CQ19),90898,,an,N,N,MBA,15.27,,
20090899, 90899 (1997 EL1),90899,,an,N,N,MBA,15.77,1.776,
20090900, 90900 (1997 EA2),90900,,an,N,N,MBA,15.41,,
20090901, 90901 (1997 EJ5),90901,,an,N,N,MBA,15.19,5.683,
20090902, 90902 (1997 EO5),90902,,an,N,N,MBA,15.72,,
20090903, 90903 (1997 EH9),90903,,an,N,N,MBA,15.58,,
20090904, 90904 (1997 EQ11),90904,,an,N,N,MBA,14.13,9.804,
20090905, 90905 (1997 EJ21),90905,,an,N,N,MBA,15.53,2.228,
20090906, 90906 (1997 EV36),90906,,an,N,N,MBA,15.19,3.772,
20090907, 90907 (1997 GX),90907,,an,N,N,MBA,15.42,,
20090908, 90908 (1997 GJ1),90908,,an,N,N,MBA,15.33,,
20090909, 90909 (1997 GD3),90909,,an,N,N,MBA,15.80,,
20090910, 90910 (1997 GF6),90910,,an,N,N,MBA,14.76,6.916,
20090911, 90911 (1997 GF13),90911,,an,N,N,MBA,15.73,,
20090912, 90912 (1997 GQ33),90912,,an,N,N,MBA,15.29,,
20090913, 90913 (1997 HK7),90913,,an,N,N,MBA,14.35,9.771,
20090914, 90914 (1997 HQ11),90914,,an,N,N,OMB,14.64,6.808,
20090915, 90915 (1997 HP13),90915,,an,N,N,MBA,17.34,,
20090916, 90916 (1997 LR),90916,,an,N,N,MCA,16.46,,
20090917, 90917 (1997 NU2),90917,,an,N,N,MBA,15.93,2.615,
20090918, 90918 Jasinski (1997 PF1),90918,Jasinski,an,N,N,MBA,15.80,,
20090919, 90919 Luoliaofu (1997 PA5),90919,Luoliaofu,an,N,N,MBA,15.75,,
20090920, 90920 (1997 QM3),90920,,an,N,N,MBA,15.31,,
20090921, 90921 (1997 QP4),90921,,an,N,N,MBA,15.59,2.238,
20090922, 90922 (1997 RN2),90922,,an,N,N,MBA,16.47,,
20090923, 90923 (1997 RV3),90923,,an,N,N,MBA,16.49,,
20090924, 90924 (1997 RX3),90924,,an,N,N,MBA,16.94,,
20090925, 90925 (1997 RK5),90925,,an,N,N,MBA,16.26,,
20090926, 90926 Stahalik (1997 SH1),90926,Stahalik,an,N,N,MBA,15.96,2.142,
20090927, 90927 (1997 SU4),90927,,an,N,N,MBA,16.27,,
20090928, 90928 (1997 SS8),90928,,an,N,N,MBA,16.73,,
20090929, 90929 (1997 SQ18),90929,,an,N,N,MBA,15.36,,
20090930, 90930 (1997 SL24),90930,,an,N,N,MBA,16.09,,
20090931, 90931 (1997 SR32),90931,,an,N,N,MBA,15.80,,
20090932, 90932 (1997 TC1),90932,,an,N,N,MBA,16.36,,
20090933, 90933 (1997 TX7),90933,,an,N,N,MBA,16.40,3.760,
20090934, 90934 (1997 TD10),90934,,an,N,N,MBA,15.88,2.002,
20090935, 90935 (1997 TW17),90935,,an,N,N,MBA,16.25,,
20090936, 90936 Neronet (1997 TN19),90936,Neronet,an,N,N,MBA,16.26,3.640,
20090937, 90937 Josefdufek (1997 TP19),90937,Josefdufek,an,N,N,MBA,16.47,,
20090938, 90938 (1997 TE22),90938,,an,N,N,MBA,16.66,,
20090939, 90939 (1997 TV22),90939,,an,N,N,MBA,16.05,,
20090940, 90940 (1997 TR23),90940,,an,N,N,MBA,16.73,,
20090941, 90941 (1997 TW23),90941,,an,N,N,MBA,16.29,,
20090942, 90942 (1997 TS24),90942,,an,N,N,MBA,16.13,,
20090943, 90943 (1997 UX2),90943,,an,N,N,MBA,15.79,3.049,
20090944, 90944 Pujol (1997 UG3),90944,Pujol,an,N,N,MBA,16.38,,
20090945, 90945 (1997 UE5),90945,,an,N,N,MBA,16.38,,
20090946, 90946 (1997 UX16),90946,,an,N,N,MBA,17.30,,
20090947, 90947 (1997 UD24),90947,,an,N,N,MBA,16.07,,
20090948, 90948 (1997 VF4),90948,,an,N,N,MBA,16.06,,
20090949, 90949 (1997 VB5),90949,,an,N,N,MBA,15.84,,
20090950, 90950 (1997 VH5),90950,,an,N,N,MBA,15.53,,
20090951, 90951 (1997 VX6),90951,,an,N,N,MBA,16.81,,
20090952, 90952 (1997 VD7),90952,,an,N,N,MBA,16.30,,
20090953, 90953 Hideosaitou (1997 VA9),90953,Hideosaitou,an,N,N,MBA,15.79,4.479,
20090954, 90954 (1997 WW1),90954,,an,N,N,MBA,16.18,2.429,
20090955, 90955 (1997 WB2),90955,,an,N,N,MBA,16.20,,
20090956, 90956 (1997 WB3),90956,,an,N,N,MBA,16.17,,
20090957, 90957 (1997 WS4),90957,,an,N,N,MBA,15.97,,
20090958, 90958 (1997 WQ12),90958,,an,N,N,MBA,16.27,,
20090959, 90959 (1997 WW14),90959,,an,N,N,MBA,16.08,4.365,
20090960, 90960 (1997 WH16),90960,,an,N,N,MBA,15.66,,
20090961, 90961 (1997 WY17),90961,,an,N,N,MBA,16.26,,
20090962, 90962 (1997 WE19),90962,,an,N,N,MBA,16.12,,
20090963, 90963 (1997 WW20),90963,,an,N,N,MBA,16.54,,
20090964, 90964 (1997 WF22),90964,,an,N,N,MBA,15.67,,
20090965, 90965 (1997 WC23),90965,,an,N,N,MBA,15.78,,
20090966, 90966 (1997 WN24),90966,,an,N,N,MBA,16.07,,
20090967, 90967 (1997 WV27),90967,,an,N,N,MBA,17.16,,
20090968, 90968 (1997 WG28),90968,,an,N,N,MBA,16.65,,
20090969, 90969 (1997 WR33),90969,,an,N,N,MBA,15.93,,
20090970, 90970 (1997 WY34),90970,,an,N,N,MBA,16.16,,
20090971, 90971 (1997 WR35),90971,,an,N,N,MBA,15.84,,
20090972, 90972 (1997 WX35),90972,,an,N,N,MBA,16.26,,
20090973, 90973 (1997 WA36),90973,,an,N,N,MBA,16.05,,
20090974, 90974 (1997 WH36),90974,,an,N,N,MBA,15.84,3.957,
20090975, 90975 (1997 WF37),90975,,an,N,N,MBA,16.48,,
20090976, 90976 (1997 WH38),90976,,an,N,N,MBA,16.14,,
20090977, 90977 (1997 WS41),90977,,an,N,N,MBA,15.90,,
20090978, 90978 (1997 WY45),90978,,an,N,N,MBA,16.17,2.732,
20090979, 90979 (1997 WS49),90979,,an,N,N,MBA,15.94,,
20090980, 90980 (1997 WM53),90980,,an,N,N,MBA,16.13,,
20090981, 90981 (1997 WY54),90981,,an,N,N,MBA,16.99,,
20090982, 90982 (1997 XE2),90982,,an,N,N,MBA,15.14,2.049,
20090983, 90983 (1997 XU5),90983,,an,N,N,MBA,16.47,,
20090984, 90984 (1997 XF6),90984,,an,N,N,MBA,16.58,,
20090985, 90985 (1997 XQ6),90985,,an,N,N,MBA,16.03,,
20090986, 90986 (1997 XS10),90986,,an,N,N,MBA,16.45,,
20090987, 90987 (1997 XM11),90987,,an,N,N,MBA,16.01,,
20090988, 90988 (1997 XS13),90988,,an,N,N,MBA,16.32,,
20090989, 90989 (1997 YP),90989,,an,N,N,MBA,16.06,,
20090990, 90990 (1997 YT3),90990,,an,N,N,MBA,15.94,,
20090991, 90991 (1997 YU10),90991,,an,N,N,MBA,15.86,3.962,
20090992, 90992 (1997 YW10),90992,,an,N,N,MBA,16.01,,
20090993, 90993 (1997 YA15),90993,,an,N,N,MBA,16.60,,
20090994, 90994 (1997 YH18),90994,,an,N,N,MBA,15.75,,
20090995, 90995 (1998 AK),90995,,an,N,N,MBA,15.17,,
20090996, 90996 (1998 AQ7),90996,,an,N,N,MBA,16.30,,
20090997, 90997 (1998 BC),90997,,an,N,N,MBA,15.03,3.803,
20090998, 90998 (1998 BU),90998,,an,N,N,MBA,15.33,,
20090999, 90999 (1998 BE6),90999,,an,N,N,MBA,16.54,2.662,
20091000, 91000 (1998 BO7),91000,,an,N,N,MBA,15.48,4.741,
20091001, 91001 Shanghaishida (1998 BY8),91001,Shanghaishida,an,N,N,MBA,15.08,2.878,
20091002, 91002 (1998 BZ11),91002,,an,N,N,MBA,15.93,,
20091003, 91003 (1998 BZ15),91003,,an,N,N,MBA,15.24,,
20091004, 91004 (1998 BH16),91004,,an,N,N,MBA,14.42,3.804,
20091005, 91005 (1998 BZ18),91005,,an,N,N,MBA,14.91,,
20091006, 91006 Fleming (1998 BT25),91006,Fleming,an,N,N,MBA,15.69,,
20091007, 91007 Ianfleming (1998 BL30),91007,Ianfleming,an,N,N,MBA,15.21,,
20091008, 91008 (1998 BX36),91008,,an,N,N,MBA,16.35,,
20091009, 91009 (1998 BQ47),91009,,an,N,N,MBA,15.53,2.951,
20091010, 91010 (1998 CD1),91010,,an,N,N,MBA,15.39,5.895,
20091011, 91011 (1998 CH2),91011,,an,N,N,MBA,15.41,1.909,
20091012, 91012 (1998 DY),91012,,an,N,N,MBA,15.91,,
20091013, 91013 (1998 DG2),91013,,an,N,N,MBA,14.49,3.672,
20091014, 91014 (1998 DN12),91014,,an,N,N,MBA,15.78,,
20091015, 91015 (1998 DJ13),91015,,an,N,N,MBA,15.17,,
20091016, 91016 (1998 DS15),91016,,an,N,N,MBA,14.64,3.445,
20091017, 91017 (1998 DA16),91017,,an,N,N,MBA,15.40,4.969,
20091018, 91018 (1998 DA20),91018,,an,N,N,MBA,16.28,,
20091019, 91019 (1998 DK20),91019,,an,N,N,MBA,15.99,,
20091020, 91020 (1998 DQ22),91020,,an,N,N,MBA,15.95,,
20091021, 91021 (1998 DQ28),91021,,an,N,N,MBA,14.41,3.844,
20091022, 91022 (1998 DV31),91022,,an,N,N,MBA,13.85,4.284,
20091023, 91023 Lutan (1998 DQ32),91023,Lutan,an,N,N,MBA,14.96,4.763,
20091024, 91024 Szechenyi (1998 DA33),91024,Szechenyi,an,N,N,MBA,15.35,2.997,
20091025, 91025 (1998 DJ34),91025,,an,N,N,MBA,14.84,2.929,
20091026, 91026 (1998 DS34),91026,,an,N,N,MBA,14.96,,
20091027, 91027 (1998 DM35),91027,,an,N,N,MBA,15.46,,
20091028, 91028 (1998 DU37),91028,,an,N,N,MBA,15.66,,
20091029, 91029 (1998 EY),91029,,an,N,N,MBA,16.38,,
20091030, 91030 (1998 EV2),91030,,an,N,N,MBA,15.22,,
20091031, 91031 (1998 EX2),91031,,an,N,N,MBA,15.33,3.998,
20091032, 91032 (1998 EA11),91032,,an,N,N,MBA,16.14,3.034,
20091033, 91033 (1998 ES19),91033,,an,N,N,MBA,15.66,,
20091034, 91034 (1998 EH21),91034,,an,N,N,IMB,16.60,,
20091035, 91035 Hezehui (1998 EM21),91035,Hezehui,an,N,N,MBA,15.18,,
20091036, 91036 (1998 FC5),91036,,an,N,N,IMB,16.61,,
20091037, 91037 (1998 FF5),91037,,an,N,N,IMB,16.57,,
20091038, 91038 (1998 FW8),91038,,an,N,N,MBA,15.32,5.512,
20091039, 91039 (1998 FA10),91039,,an,N,N,MBA,14.55,5.573,
20091040, 91040 (1998 FD14),91040,,an,N,N,MBA,14.89,3.071,
20091041, 91041 (1998 FG14),91041,,an,N,N,IMB,16.19,,
20091042, 91042 (1998 FF15),91042,,an,N,N,MBA,14.64,5.441,
20091043, 91043 (1998 FG15),91043,,an,N,N,IMB,16.35,,
20091044, 91044 (1998 FX15),91044,,an,N,N,MCA,17.45,,
20091045, 91045 (1998 FA27),91045,,an,N,N,MBA,14.57,4.462,
20091046, 91046 (1998 FT29),91046,,an,N,N,MBA,15.46,2.690,
20091047, 91047 (1998 FT30),91047,,an,N,N,MBA,15.63,1.995,
20091048, 91048 (1998 FO31),91048,,an,N,N,MBA,15.66,,
20091049, 91049 (1998 FN32),91049,,an,N,N,MBA,14.18,4.183,
20091050, 91050 (1998 FU32),91050,,an,N,N,MBA,15.13,4.636,
20091051, 91051 (1998 FA34),91051,,an,N,N,MBA,15.46,4.655,
20091052, 91052 (1998 FW38),91052,,an,N,N,MBA,15.64,2.032,
20091053, 91053 (1998 FE42),91053,,an,N,N,MBA,15.63,,
20091054, 91054 (1998 FB48),91054,,an,N,N,MBA,14.35,4.363,
20091055, 91055 (1998 FD49),91055,,an,N,N,MBA,14.21,3.972,
20091056, 91056 (1998 FG49),91056,,an,N,N,MBA,15.22,,
20091057, 91057 (1998 FR50),91057,,an,N,N,MBA,15.83,3.648,
20091058, 91058 (1998 FU50),91058,,an,N,N,MBA,15.00,3.253,
20091059, 91059 (1998 FE51),91059,,an,N,N,MBA,14.82,3.492,
20091060, 91060 (1998 FS51),91060,,an,N,N,MBA,15.53,3.872,
20091061, 91061 (1998 FN61),91061,,an,N,N,MBA,15.04,5.658,
20091062, 91062 (1998 FH62),91062,,an,N,N,MBA,15.81,4.127,
20091063, 91063 (1998 FX62),91063,,an,N,N,MBA,14.64,3.583,
20091064, 91064 (1998 FL63),91064,,an,N,N,MBA,15.42,2.927,
20091065, 91065 (1998 FM66),91065,,an,N,N,MBA,14.52,3.724,
20091066, 91066 (1998 FP66),91066,,an,N,N,MBA,14.13,4.367,
20091067, 91067 (1998 FC67),91067,,an,N,N,MBA,15.20,3.148,
20091068, 91068 (1998 FP68),91068,,an,N,N,MBA,14.62,2.924,
20091069, 91069 (1998 FK70),91069,,an,N,N,MBA,15.23,2.203,
20091070, 91070 (1998 FO71),91070,,an,N,N,MBA,14.28,4.275,
20091071, 91071 (1998 FY76),91071,,an,N,N,MBA,15.51,2.457,
20091072, 91072 (1998 FC77),91072,,an,N,N,MBA,15.72,4.748,
20091073, 91073 (1998 FN78),91073,,an,N,N,MBA,14.12,3.815,
20091074, 91074 (1998 FT90),91074,,an,N,N,MBA,15.36,2.369,
20091075, 91075 (1998 FT96),91075,,an,N,N,MBA,15.21,2.575,
20091076, 91076 (1998 FU105),91076,,an,N,N,MBA,15.80,4.262,
20091077, 91077 (1998 FN106),91077,,an,N,N,MBA,15.49,,
20091078, 91078 (1998 FX106),91078,,an,N,N,MBA,15.29,,
20091079, 91079 (1998 FB107),91079,,an,N,N,MBA,15.41,2.110,
20091080, 91080 (1998 FX107),91080,,an,N,N,MBA,14.95,5.792,
20091081, 91081 (1998 FR109),91081,,an,N,N,MBA,15.79,,
20091082, 91082 (1998 FA110),91082,,an,N,N,MBA,15.65,2.713,
20091083, 91083 (1998 FR110),91083,,an,N,N,MBA,15.41,,
20091084, 91084 (1998 FT118),91084,,an,N,N,MBA,15.64,2.245,
20091085, 91085 (1998 FK119),91085,,an,N,N,MBA,15.40,2.579,
20091086, 91086 (1998 FF120),91086,,an,N,N,MBA,15.90,,
20091087, 91087 (1998 FO120),91087,,an,N,N,MBA,15.14,5.309,
20091088, 91088 (1998 FQ120),91088,,an,N,N,MBA,15.50,2.369,
20091089, 91089 (1998 FW126),91089,,an,N,N,MBA,15.32,2.683,
20091090, 91090 (1998 FG127),91090,,an,N,N,IMB,16.59,,
20091091, 91091 (1998 FD129),91091,,an,N,N,IMB,16.16,,
20091092, 91092 (1998 FA135),91092,,an,N,N,MBA,15.60,3.040,
20091093, 91093 (1998 GS),91093,,an,N,N,MBA,14.62,3.113,
20091094, 91094 (1998 GF7),91094,,an,N,N,MBA,14.95,,
