spkid,full_name,pdes,name,kind,neo,pha,class,H,diameter_km,gm_km3_s2
20023023, 23023 (1999 WA7),23023,,an,N,N,MBA,14.07,5.598,
20023024, 23024 (1999 WM7),23024,,an,N,N,MBA,14.54,4.066,
20023025, 23025 (1999 WR9),23025,,an,N,N,OMB,12.65,,
20023026, 23026 (1999 WV9),23026,,an,N,N,MBA,12.56,11.673,
20023027, 23027 (1999 WV17),23027,,an,N,N,MBA,13.64,5.182,
20023028, 23028 (1999 XV3),23028,,an,N,N,OMB,13.78,10.718,
20023029, 23029 (1999 XF4),23029,,an,N,N,MBA,14.81,6.692,
20023030, 23030 Jimkennedy (1999 XR7),23030,Jimkennedy,an,N,N,MBA,12.74,19.881,
20023031, 23031 (1999 XX7),23031,,an,N,N,MBA,15.32,,
20023032, 23032 Fossey (1999 XB8),23032,Fossey,an,N,N,MBA,14.77,3.301,
20023033, 23033 (1999 XU10),23033,,an,N,N,MBA,13.40,,
20023034, 23034 (1999 XJ15),23034,,an,N,N,MBA,14.82,3.213,
20023035, 23035 (1999 XS17),23035,,an,N,N,MBA,14.65,,
20023036, 23036 (1999 XF18),23036,,an,N,N,MBA,14.63,3.472,
20023037, 23037 (1999 XM18),23037,,an,N,N,MBA,14.77,,
20023038, 23038 Jeffbaughman (1999 XD19),23038,Jeffbaughman,an,N,N,MBA,14.76,,
20023039, 23039 (1999 XP20),23039,,an,N,N,MBA,13.56,5.260,
20023040, 23040 Latham (1999 XK22),23040,Latham,an,N,N,MBA,14.82,6.358,
20023041, 23041 Hunt (1999 XL22),23041,Hunt,an,N,N,MBA,14.52,4.077,
20023042, 23042 Craigpeters (1999 XR22),23042,Craigpeters,an,N,N,MBA,14.14,,
20023043, 23043 (1999 XN25),23043,,an,N,N,MBA,14.60,6.681,
20023044, 23044 Starodub (1999 XS25),23044,Starodub,an,N,N,MBA,14.43,3.744,
20023045, 23045 Sarahocken (1999 XT27),23045,Sarahocken,an,N,N,MBA,14.26,3.977,
20023046, 23046 Stevengordon (1999 XN28),23046,Stevengordon,an,N,N,MBA,14.34,3.643,
20023047, 23047 Isseroff (1999 XS28),23047,Isseroff,an,N,N,MBA,14.53,6.986,
20023048, 23048 Davidnelson (1999 XE29),23048,Davidnelson,an,N,N,MBA,14.81,3.465,
20023049, 23049 (1999 XT30),23049,,an,N,N,MBA,14.40,,
20023050, 23050 (1999 XJ36),23050,,an,N,N,MBA,14.56,3.547,
20023051, 23051 (1999 XF37),23051,,an,N,N,MBA,13.24,6.251,
20023052, 23052 (1999 XK37),23052,,an,N,N,MBA,13.25,,
20023053, 23053 (1999 XD42),23053,,an,N,N,MBA,13.80,9.189,
20023054, 23054 Thomaslynch (1999 XE42),23054,Thomaslynch,an,N,N,MBA,15.21,3.337,
20023055, 23055 Barbjewett (1999 XF43),23055,Barbjewett,an,N,N,MBA,15.23,5.712,
20023056, 23056 (1999 XL44),23056,,an,N,N,MBA,14.09,4.319,
20023057, 23057 Angelawilson (1999 XB45),23057,Angelawilson,an,N,N,MBA,14.92,3.054,
20023058, 23058 (1999 XP45),23058,,an,N,N,MBA,13.63,12.031,
20023059, 23059 Paulpaino (1999 XT45),23059,Paulpaino,an,N,N,MBA,14.74,12.05,
20023060, 23060 Shepherd (1999 XV46),23060,Shepherd,an,N,N,MBA,15.11,,
20023061, 23061 Blueglass (1999 XW46),23061,Blueglass,an,N,N,MBA,14.09,,
20023062, 23062 Donnamooney (1999 XN52),23062,Donnamooney,an,N,N,MBA,15.47,,
20023063, 23063 Lichtman (1999 XH53),23063,Lichtman,an,N,N,MBA,15.08,3.468,
20023064, 23064 Mattmiller (1999 XE54),23064,Mattmiller,an,N,N,MBA,14.52,,
20023065, 23065 (1999 XF54),23065,,an,N,N,MBA,13.88,,
20023066, 23066 Yihedong (1999 XN54),23066,Yihedong,an,N,N,MBA,15.21,,
20023067, 23067 Ishajain (1999 XX54),23067,Ishajain,an,N,N,MBA,14.21,,
20023068, 23068 Tyagi (1999 XY60),23068,Tyagi,an,N,N,MBA,14.84,,
20023069, 23069 Kapps (1999 XR64),23069,Kapps,an,N,N,MBA,14.34,,
20023070, 23070 Koussa (1999 XV64),23070,Koussa,an,N,N,MBA,14.07,,
20023071, 23071 Tinaliu (1999 XH65),23071,Tinaliu,an,N,N,MBA,14.96,,
20023072, 23072 (1999 XS71),23072,,an,N,N,OMB,13.07,9.197,
20023073, 23073 (1999 XT75),23073,,an,N,N,MBA,13.40,8.447,
20023074, 23074 Sarakirsch (1999 XJ78),23074,Sarakirsch,an,N,N,MBA,14.88,,
20023075, 23075 (1999 XV83),23075,,an,N,N,TJN,11.03,33.744,
20023076, 23076 (1999 XP93),23076,,an,N,N,MBA,12.63,,
20023077, 23077 (1999 XZ93),23077,,an,N,N,MBA,13.60,4.575,
20023078, 23078 (1999 XB95),23078,,an,N,N,MBA,12.75,17.685,
20023079, 23079 Munguia (1999 XO97),23079,Munguia,an,N,N,MBA,15.04,6.253,
20023080, 23080 (1999 XH100),23080,,an,N,N,MBA,13.12,6.624,
20023081, 23081 (1999 XQ105),23081,,an,N,N,MBA,14.36,3.228,
20023082, 23082 (1999 XK107),23082,,an,N,N,MBA,14.77,3.411,
20023083, 23083 (1999 XU110),23083,,an,N,N,MBA,14.49,4.903,
20023084, 23084 (1999 XU113),23084,,an,N,N,MBA,14.61,3.762,
20023085, 23085 (1999 XM116),23085,,an,N,N,MBA,14.60,6.438,
20023086, 23086 (1999 XB118),23086,,an,N,N,MBA,14.79,4.676,
20023087, 23087 (1999 XL118),23087,,an,N,N,MBA,14.54,,
20023088, 23088 (1999 XR118),23088,,an,N,N,MBA,14.94,,
20023089, 23089 (1999 XC119),23089,,an,N,N,MBA,15.09,,
20023090, 23090 (1999 XX121),23090,,an,N,N,MBA,13.38,7.383,
20023091, 23091 Stansill (1999 XP128),23091,Stansill,an,N,N,MBA,14.63,,
20023092, 23092 (1999 XT136),23092,,an,N,N,MBA,14.17,4.188,
20023093, 23093 (1999 XW136),23093,,an,N,N,MBA,14.48,,
20023094, 23094 (1999 XF143),23094,,an,N,N,MBA,13.66,,
20023095, 23095 (1999 XP144),23095,,an,N,N,MBA,13.60,,
20023096, 23096 Mihika (1999 XT156),23096,Mihika,an,N,N,MBA,15.10,3.357,
20023097, 23097 (1999 XF157),23097,,an,N,N,MBA,14.10,4.916,
20023098, 23098 Huanghuang (1999 XH158),23098,Huanghuang,an,N,N,MBA,14.81,,
20023099, 23099 (1999 XA160),23099,,an,N,N,MBA,11.82,29.213,
20023100, 23100 (1999 XN164),23100,,an,N,N,MBA,13.07,6.349,
20023101, 23101 (1999 XP164),23101,,an,N,N,MBA,12.39,18.216,
20023102, 23102 Dayanli (1999 XA168),23102,Dayanli,an,N,N,MBA,14.01,8.137,
20023103, 23103 (1999 XK169),23103,,an,N,N,MBA,13.14,13.332,
20023104, 23104 (1999 XK182),23104,,an,N,N,MBA,13.60,11.827,
20023105, 23105 (1999 XN184),23105,,an,N,N,OMB,13.80,8.776,
20023106, 23106 (1999 XM191),23106,,an,N,N,MBA,12.87,16.617,
20023107, 23107 (1999 XA242),23107,,an,N,N,OMB,14.23,9.062,
20023108, 23108 (1999 YP9),23108,,an,N,N,MBA,14.15,4.913,
20023109, 23109 Masayanagisawa (1999 YD13),23109,Masayanagisawa,an,N,N,OMB,14.02,9.447,
20023110, 23110 Ericberne (2000 AE),23110,Ericberne,an,N,N,MBA,14.30,3.999,
20023111, 23111 Fritzperls (2000 AG),23111,Fritzperls,an,N,N,MBA,14.24,,
20023112, 23112 (2000 AG3),23112,,an,N,N,MBA,14.43,3.873,
20023113, 23113 Aaronhakim (2000 AE13),23113,Aaronhakim,an,N,N,MBA,14.35,3.800,
20023114, 23114 (2000 AL16),23114,,an,N,N,TJN,12.10,,
20023115, 23115 Valcourt (2000 AS18),23115,Valcourt,an,N,N,MBA,14.22,6.931,
20023116, 23116 Streich (2000 AW22),23116,Streich,an,N,N,MBA,14.62,3.940,
20023117, 23117 (2000 AC25),23117,,an,N,N,MBA,14.05,7.932,
20023118, 23118 (2000 AU27),23118,,an,N,N,TJN,12.23,,
20023119, 23119 (2000 AP33),23119,,an,N,N,TJN,11.27,32.954,
20023120, 23120 Paulallen (2000 AP50),23120,Paulallen,an,N,N,MBA,12.39,11.455,
20023121, 23121 Michaelding (2000 AP51),23121,Michaelding,an,N,N,MBA,14.35,3.423,
20023122, 23122 Lorgat (2000 AU52),23122,Lorgat,an,N,N,MBA,14.54,3.340,
20023123, 23123 (2000 AU57),23123,,an,N,N,TJN,11.39,25.883,
20023124, 23124 (2000 AW82),23124,,an,N,N,MBA,14.62,,
20023125, 23125 (2000 AK94),23125,,an,N,N,MBA,13.25,7.970,
20023126, 23126 (2000 AK95),23126,,an,N,N,TJN,11.82,23.411,
20023127, 23127 (2000 AV97),23127,,an,N,N,MBA,14.16,4.023,
20023128, 23128 Dorminy (2000 AQ98),23128,Dorminy,an,N,N,MBA,14.76,,
20023129, 23129 (2000 AO100),23129,,an,N,N,MBA,12.14,19.555,
20023130, 23130 (2000 AZ106),23130,,an,N,N,MBA,13.75,4.990,
20023131, 23131 Debenedictis (2000 AS128),23131,Debenedictis,an,N,N,MBA,14.46,3.853,
20023132, 23132 (2000 AT131),23132,,an,N,N,MBA,14.04,,
20023133, 23133 Rishinbehl (2000 AO139),23133,Rishinbehl,an,N,N,MBA,14.99,2.373,
20023134, 23134 (2000 AU142),23134,,an,N,N,MBA,12.76,10.740,
20023135, 23135 Pheidas (2000 AN146),23135,Pheidas,an,N,N,TJN,9.99,66.230,
20023136, 23136 (2000 AD148),23136,,an,N,N,MBA,13.85,8.055,
20023137, 23137 (2000 AV148),23137,,an,N,N,MBA,13.61,,
20023138, 23138 (2000 AV150),23138,,an,N,N,MBA,13.82,,
20023139, 23139 (2000 AP151),23139,,an,N,N,MBA,14.96,3.328,
20023140, 23140 (2000 AW154),23140,,an,N,N,OMB,13.62,13.091,
20023141, 23141 (2000 AB163),23141,,an,N,N,MBA,13.13,,
20023142, 23142 (2000 AM165),23142,,an,N,N,OMB,12.45,12.863,
20023143, 23143 (2000 AZ177),23143,,an,N,N,MBA,13.29,11.537,
20023144, 23144 (2000 AY182),23144,,an,N,N,TJN,11.61,19.007,
20023145, 23145 (2000 AB187),23145,,an,N,N,MBA,15.07,5.451,
20023146, 23146 (2000 AM200),23146,,an,N,N,MBA,13.57,,
20023147, 23147 (2000 AQ228),23147,,an,N,N,MBA,14.17,,
20023148, 23148 (2000 AR242),23148,,an,N,N,MBA,13.69,6.132,
20023149, 23149 (2000 AF244),23149,,an,N,N,MBA,14.61,7.386,
20023150, 23150 (2000 AG244),23150,,an,N,N,MBA,13.55,11.319,
20023151, 23151 Georgehotz (2000 BH27),23151,Georgehotz,an,N,N,MBA,14.45,3.504,
20023152, 23152 (2000 CS8),23152,,an,N,N,TJN,11.92,19.483,
20023153, 23153 Andrewnowell (2000 CH46),23153,Andrewnowell,an,N,N,MBA,13.99,4.547,
20023154, 23154 (2000 CL58),23154,,an,N,N,MBA,14.21,5.086,
20023155, 23155 Judithblack (2000 CK86),23155,Judithblack,an,N,N,MBA,14.27,3.675,
20023156, 23156 (2000 DM3),23156,,an,N,N,MBA,15.57,,
20023157, 23157 (2000 DH19),23157,,an,N,N,MBA,13.79,10.107,
20023158, 23158 Bouligny (2000 DN99),23158,Bouligny,an,N,N,MBA,14.41,,
20023159, 23159 (2000 EB58),23159,,an,N,N,MBA,13.85,9.301,
20023160, 23160 (2000 EN201),23160,,an,N,N,MBA,12.85,8.334,
20023161, 23161 (2000 FS3),23161,,an,N,N,MBA,13.45,7.019,
20023162, 23162 Alexcrook (2000 FX48),23162,Alexcrook,an,N,N,MBA,14.96,,
20023163, 23163 (2000 FG49),23163,,an,N,N,MBA,15.21,,
20023164, 23164 Badger (2000 GR73),23164,Badger,an,N,N,MBA,14.80,,
20023165, 23165 Kakinchan (2000 GO81),23165,Kakinchan,an,N,N,MBA,15.16,,
20023166, 23166 Bilal (2000 GE104),23166,Bilal,an,N,N,MBA,13.88,9.211,
20023167, 23167 (2000 GL124),23167,,an,N,N,MBA,13.27,11.364,
20023168, 23168 Lauriefletch (2000 GZ136),23168,Lauriefletch,an,N,N,MBA,14.77,3.062,
20023169, 23169 Michikami (2000 GK174),23169,Michikami,an,N,N,MBA,16.01,4.029,
20023170, 23170 (2000 GZ178),23170,,an,N,N,MBA,14.71,3.573,
20023171, 23171 (2000 HF10),23171,,an,N,N,MBA,13.71,5.095,
20023172, 23172 Williamartin (2000 HU22),23172,Williamartin,an,N,N,MBA,15.72,2.135,
20023173, 23173 Hideaki (2000 HF26),23173,Hideaki,an,N,N,MBA,14.47,4.152,
20023174, 23174 (2000 HM40),23174,,an,N,N,OMB,11.83,23.540,
20023175, 23175 (2000 HL87),23175,,an,N,N,MBA,14.25,3.324,
20023176, 23176 Missacarvell (2000 JK44),23176,Missacarvell,an,N,N,MBA,14.60,3.301,
20023177, 23177 (2000 JD58),23177,,an,N,N,MBA,13.72,4.620,
20023178, 23178 Ghaben (2000 KJ21),23178,Ghaben,an,N,N,MBA,15.96,1.696,
20023179, 23179 Niedermeyer (2000 KF28),23179,Niedermeyer,an,N,N,MBA,14.56,4.062,
20023180, 23180 Ryosuke (2000 KH57),23180,Ryosuke,an,N,N,MBA,14.52,7.571,
20023181, 23181 (2000 LP20),23181,,an,N,N,MBA,14.88,2.405,
20023182, 23182 Siyaxuza (2000 OV12),23182,Siyaxuza,an,N,N,MBA,15.09,2.526,
20023183, 23183 (2000 OY21),23183,,an,Y,N,AMO,16.06,1.098,
20023184, 23184 (2000 OD36),23184,,an,N,N,MBA,14.13,8.966,
20023185, 23185 (2000 PQ7),23185,,an,N,N,MBA,13.53,6.675,
20023186, 23186 Knauss (2000 PO8),23186,Knauss,an,N,N,OMB,11.61,28.210,
20023187, 23187 (2000 PN9),23187,,an,Y,Y,APO,16.04,,
20023188, 23188 (2000 PJ20),23188,,an,N,N,MBA,13.41,7.862,
20023189, 23189 (2000 PT23),23189,,an,N,N,OMB,14.00,7.406,
20023190, 23190 Klages-Mundt (2000 QP29),23190,Klages-Mundt,an,N,N,MBA,15.01,2.792,
20023191, 23191 Sujaytyle (2000 QD45),23191,Sujaytyle,an,N,N,MBA,14.39,,
20023192, 23192 Caysvesterby (2000 QN122),23192,Caysvesterby,an,N,N,MBA,13.78,,
20023193, 23193 (2000 QK181),23193,,an,N,N,MBA,14.31,,
20023194, 23194 (2000 RF1),23194,,an,N,N,MBA,14.79,,
20023195, 23195 (2000 RA58),23195,,an,N,N,MBA,13.90,10.467,
20023196, 23196 (2000 RY59),23196,,an,N,N,MBA,13.54,12.135,
20023197, 23197 Danielcook (2000 RA62),23197,Danielcook,an,N,N,MBA,14.51,4.021,
20023198, 23198 Norvell (2000 RL68),23198,Norvell,an,N,N,MBA,14.35,,
20023199, 23199 Bezdek (2000 RB92),23199,Bezdek,an,N,N,MBA,14.45,4.132,
20023200, 23200 (2000 SH3),23200,,an,N,N,MBA,13.39,6.673,
20023201, 23201 (2000 SJ42),23201,,an,N,N,MBA,14.44,3.734,
20023202, 23202 (2000 SU49),23202,,an,N,N,OMB,13.94,9.363,
20023203, 23203 (2000 SU161),23203,,an,N,N,MBA,13.74,5.161,
20023204, 23204 Arditkroni (2000 SN172),23204,Arditkroni,an,N,N,MBA,14.66,3.715,
20023205, 23205 (2000 SL222),23205,,an,N,N,MBA,13.73,4.594,
20023206, 23206 (2000 SL225),23206,,an,N,N,MBA,14.07,4.765,
20023207, 23207 (2000 SL279),23207,,an,N,N,MBA,14.31,6.600,
20023208, 23208 (2000 SO279),23208,,an,N,N,MBA,13.97,5.313,
20023209, 23209 (2000 SX279),23209,,an,N,N,MBA,13.86,9.364,
20023210, 23210 (2000 SA293),23210,,an,N,N,MBA,14.19,9.159,
20023211, 23211 (2000 SC311),23211,,an,N,N,MBA,14.81,,
20023212, 23212 Arkajitdey (2000 UR39),23212,Arkajitdey,an,N,N,MBA,14.76,,
20023213, 23213 Ameliachang (2000 US70),23213,Ameliachang,an,N,N,MBA,15.18,,
20023214, 23214 Patrickchen (2000 UQ73),23214,Patrickchen,an,N,N,MBA,14.84,3.463,
20023215, 23215 (2000 UV75),23215,,an,N,N,MBA,14.64,4.955,
20023216, 23216 Mikehagler (2000 UX79),23216,Mikehagler,an,N,N,MBA,14.90,3.663,
20023217, 23217 Nayana (2000 UV104),23217,Nayana,an,N,N,MBA,15.04,3.558,
20023218, 23218 Puttachi (2000 VN23),23218,Puttachi,an,N,N,MBA,14.55,,
20023219, 23219 (2000 VW23),23219,,an,N,N,MBA,13.85,5.363,
20023220, 23220 Yalemichaels (2000 VO28),23220,Yalemichaels,an,N,N,MBA,14.85,3.091,
20023221, 23221 Delgado (2000 VX35),23221,Delgado,an,N,N,MBA,14.49,3.396,
20023222, 23222 (2000 VZ53),23222,,an,N,N,MBA,13.64,,
20023223, 23223 (2000 WA),23223,,an,N,N,MBA,14.81,7.312,
20023224, 23224 (2000 WD10),23224,,an,N,N,MBA,15.12,6.147,
20023225, 23225 (2000 WD25),23225,,an,N,N,MBA,14.50,6.762,
20023226, 23226 (2000 WC49),23226,,an,N,N,MBA,15.23,,
20023227, 23227 (2000 WP55),23227,,an,N,N,MBA,13.40,,
20023228, 23228 Nandinisarma (2000 WQ57),23228,Nandinisarma,an,N,N,MBA,15.25,2.349,
20023229, 23229 (2000 WX58),23229,,an,N,N,MBA,14.32,,
20023230, 23230 (2000 WM59),23230,,an,N,N,MBA,15.02,6.209,
20023231, 23231 (2000 WT59),23231,,an,N,N,MBA,13.42,5.565,
20023232, 23232 Buschur (2000 WU59),23232,Buschur,an,N,N,MBA,14.32,9.135,
20023233, 23233 (2000 WM72),23233,,an,N,N,MBA,14.00,,
20023234, 23234 Lilliantsai (2000 WO88),23234,Lilliantsai,an,N,N,MBA,15.01,,
20023235, 23235 Yingfan (2000 WD98),23235,Yingfan,an,N,N,MBA,14.61,3.228,
20023236, 23236 (2000 WX100),23236,,an,N,N,MBA,13.86,8.812,
20023237, 23237 (2000 WV104),23237,,an,N,N,MBA,15.44,,
20023238, 23238 Ocasio-Cortez (2000 WU111),23238,Ocasio-Cortez,an,N,N,MBA,14.91,2.322,
20023239, 23239 (2000 WR116),23239,,an,N,N,MBA,14.94,,
20023240, 23240 (2000 WG118),23240,,an,N,N,MBA,14.67,3.214,
20023241, 23241 Yada (2000 WV131),23241,Yada,an,N,N,MBA,15.03,,
20023242, 23242 (2000 WY140),23242,,an,N,N,MBA,14.09,7.879,
20023243, 23243 (2000 WT145),23243,,an,N,N,MBA,14.14,,
20023244, 23244 Lafayette (2000 WP162),23244,Lafayette,an,N,N,MBA,14.80,3.436,
20023245, 23245 Fujimura (2000 WP168),23245,Fujimura,an,N,N,MBA,15.86,2.104,
20023246, 23246 Terazono (2000 WY168),23246,Terazono,an,N,N,MBA,14.73,3.400,
20023247, 23247 (2000 WG174),23247,,an,N,N,MBA,13.63,7.210,
20023248, 23248 Batchelor (2000 WW178),23248,Batchelor,an,N,N,MBA,14.46,6.303,
20023249, 23249 Liaoyenting (2000 WJ179),23249,Liaoyenting,an,N,N,MBA,15.41,,
20023250, 23250 (2000 WQ181),23250,,an,N,N,MCA,15.06,2.109,
20023251, 23251 (2000 XL6),23251,,an,N,N,MBA,13.93,8.736,
20023252, 23252 (2000 XO7),23252,,an,N,N,MBA,15.28,,
20023253, 23253 (2000 YY12),23253,,an,N,N,MBA,14.84,4.217,
20023254, 23254 Chikatoshi (2000 YZ15),23254,Chikatoshi,an,N,N,MBA,14.06,9.048,
20023255, 23255 (2000 YD17),23255,,an,N,N,MBA,13.78,9.687,
20023256, 23256 (2000 YK17),23256,,an,N,N,MBA,15.24,,
20023257, 23257 Denny (2000 YW21),23257,Denny,an,N,N,MBA,15.11,6.015,
20023258, 23258 Tsuihark (2000 YY21),23258,Tsuihark,an,N,N,MBA,14.81,3.389,
20023259, 23259 Miwadagakuen (2000 YX29),23259,Miwadagakuen,an,N,N,MBA,14.82,,
20023260, 23260 (2000 YA34),23260,,an,N,N,MBA,14.34,,
20023261, 23261 (2000 YQ44),23261,,an,N,N,MBA,14.62,4.003,
20023262, 23262 Thiagoolson (2000 YW44),23262,Thiagoolson,an,N,N,MBA,15.22,2.975,
20023263, 23263 (2000 YE46),23263,,an,N,N,MBA,14.19,,
20023264, 23264 (2000 YC50),23264,,an,N,N,MBA,14.93,,
20023265, 23265 von Wurden (2000 YO50),23265,von Wurden,an,N,N,MBA,15.28,,
20023266, 23266 (2000 YP50),23266,,an,N,N,MBA,14.86,,
20023267, 23267 (2000 YJ54),23267,,an,N,N,MBA,15.14,,
20023268, 23268 (2000 YD55),23268,,an,N,N,MBA,14.07,,
20023269, 23269 (2000 YH62),23269,,an,N,N,TJN,11.59,24.114,
20023270, 23270 Kellerman (2000 YN62),23270,Kellerman,an,N,N,MBA,15.31,5.513,
20023271, 23271 Kellychacon (2000 YO67),23271,Kellychacon,an,N,N,MBA,15.52,1.805,
20023272, 23272 (2000 YR67),23272,,an,N,N,MBA,14.82,3.176,
20023273, 23273 (2000 YM75),23273,,an,N,N,MBA,13.72,10.213,
20023274, 23274 Wuminchun (2000 YK91),23274,Wuminchun,an,N,N,MBA,14.58,,
20023275, 23275 (2000 YP101),23275,,an,N,N,MBA,13.87,10.734,
20023276, 23276 (2000 YT101),23276,,an,N,N,MBA,14.63,5.981,
20023277, 23277 Benhughes (2000 YC104),23277,Benhughes,an,N,N,MBA,15.56,,
20023278, 23278 (2000 YD105),23278,,an,N,N,OMB,13.16,7.059,
20023279, 23279 Chenhungjen (2000 YY115),23279,Chenhungjen,an,N,N,MBA,15.39,,
20023280, 23280 Laitsaita (2000 YT116),23280,Laitsaita,an,N,N,MBA,14.91,3.552,
20023281, 23281 Vijayjain (2000 YY116),23281,Vijayjain,an,N,N,MBA,14.89,2.128,
20023282, 23282 (2000 YZ116),23282,,an,N,N,MBA,14.47,,
20023283, 23283 Jinjuyi (2000 YP117),23283,Jinjuyi,an,N,N,MBA,15.81,,
20023284, 23284 Celik (2000 YD118),23284,Celik,an,N,N,MBA,15.19,2.148,
20023285, 23285 (2000 YH119),23285,,an,N,N,TJN,11.14,29.690,
20023286, 23286 Parlakgul (2000 YH120),23286,Parlakgul,an,N,N,MBA,14.82,4.453,
20023287, 23287 (2000 YL120),23287,,an,N,N,MBA,14.41,3.990,
20023288, 23288 (2000 YG123),23288,,an,N,N,MBA,15.41,3.771,
20023289, 23289 Naruhirata (2000 YQ126),23289,Naruhirata,an,N,N,MBA,15.10,2.534,
20023290, 23290 (2000 YQ127),23290,,an,N,N,MBA,14.81,,
20023291, 23291 (2000 YB128),23291,,an,N,N,MBA,15.94,,
20023292, 23292 (2000 YH128),23292,,an,N,N,MBA,15.11,3.742,
20023293, 23293 (2000 YS131),23293,,an,N,N,MBA,14.80,2.766,
20023294, 23294 Sunao (2000 YJ137),23294,Sunao,an,N,N,MBA,14.95,6.750,
20023295, 23295 Brandoreavis (2000 YK137),23295,Brandoreavis,an,N,N,MBA,15.52,,
20023296, 23296 Brianreavis (2001 AR3),23296,Brianreavis,an,N,N,MBA,15.18,3.378,
20023297, 23297 (2001 AX3),23297,,an,N,N,MBA,14.29,,
20023298, 23298 Loewenstein (2001 AA5),23298,Loewenstein,an,N,N,MBA,14.80,,
20023299, 23299 (2001 AP9),23299,,an,N,N,MBA,15.26,,
20023300, 23300 (2001 AE16),23300,,an,N,N,MBA,14.33,,
20023301, 23301 (2001 AO16),23301,,an,N,N,OMB,11.47,,
20023302, 23302 (2001 AB17),23302,,an,N,N,MBA,13.70,4.699,
20023303, 23303 (2001 AD17),23303,,an,N,N,MBA,13.08,6.930,
20023304, 23304 (2001 AN17),23304,,an,N,N,MBA,13.19,7.434,
20023305, 23305 (2001 AH18),23305,,an,N,N,MBA,12.64,10.936,
20023306, 23306 Adamfields (2001 AC20),23306,Adamfields,an,N,N,MBA,14.53,3.353,
20023307, 23307 Alexramek (2001 AG20),23307,Alexramek,an,N,N,MBA,15.66,1.802,
20023308, 23308 Niyomsatian (2001 AS21),23308,Niyomsatian,an,N,N,MBA,15.26,5.712,
20023309, 23309 (2001 AX22),23309,,an,N,N,MBA,14.39,,
20023310, 23310 Siriwon (2001 AA25),23310,Siriwon,an,N,N,MBA,15.51,,
20023311, 23311 (2001 AM29),23311,,an,N,N,MBA,13.55,5.774,
20023312, 23312 (2001 AV41),23312,,an,N,N,MBA,15.28,2.476,
20023313, 23313 Supokaivanich (2001 AC42),23313,Supokaivanich,an,N,N,MBA,15.20,,
20023314, 23314 (2001 AU44),23314,,an,N,N,MBA,14.55,3.377,
20023315, 23315 Navinbrian (2001 BN8),23315,Navinbrian,an,N,N,MBA,14.09,,
20023316, 23316 (2001 BZ8),23316,,an,N,N,MBA,14.24,7.867,
20023317, 23317 (2001 BP13),23317,,an,N,N,MBA,15.34,,
20023318, 23318 Salvadorsanchez (2001 BT13),23318,Salvadorsanchez,an,N,N,MBA,12.43,,
20023319, 23319 (2001 BR14),23319,,an,N,N,MBA,13.40,5.403,
20023320, 23320 (2001 BP15),23320,,an,N,N,MBA,15.54,1.762,
20023321, 23321 (2001 BY16),23321,,an,N,N,MBA,14.00,4.169,
20023322, 23322 Duyingsewa (2001 BW24),23322,Duyingsewa,an,N,N,MBA,15.87,,
20023323, 23323 Anand (2001 BJ25),23323,Anand,an,N,N,MBA,14.48,,
20023324, 23324 Kwak (2001 BW25),23324,Kwak,an,N,N,MBA,15.33,2.887,
20023325, 23325 Arroyo (2001 BK30),23325,Arroyo,an,N,N,MBA,15.68,2.059,
20023326, 23326 (2001 BL30),23326,,an,N,N,MBA,13.80,,
20023327, 23327 Luchernandez (2001 BE31),23327,Luchernandez,an,N,N,MBA,15.51,2.475,
20023328, 23328 (2001 BM34),23328,,an,N,N,MBA,12.94,12.588,
20023329, 23329 Josevega (2001 BP42),23329,Josevega,an,N,N,MBA,15.90,,
20023330, 23330 (2001 BP43),23330,,an,N,N,MBA,15.92,,
20023331, 23331 Halimzeidan (2001 BY43),23331,Halimzeidan,an,N,N,MBA,15.22,,
20023332, 23332 (2001 BP54),23332,,an,N,N,MBA,15.74,1.846,
20023333, 23333 (2059 P-L),23333,,an,N,N,MBA,15.03,2.749,
20023334, 23334 (2508 P-L),23334,,an,N,N,MBA,15.25,2.107,
20023335, 23335 (2542 P-L),23335,,an,N,N,MBA,15.27,,
20023336, 23336 (2579 P-L),23336,,an,N,N,MBA,14.36,3.540,
20023337, 23337 (2613 P-L),23337,,an,N,N,MBA,14.70,6.106,
